salary_id,salary_range,currency,compensation_type
sal17202,Negotiable,CAD,Annual
sal17203,$55K to $75K,CAD$,Hourly
sal17204,$55K to $75K,CAD,Annual
sal17205,80000 per annum,USD,Hourly
sal17206,80000 per annum,CAD$,Annual
sal17207,35/hr,USD,Hourly
sal17208,80000 per annum,CAD,Hourly
sal17209,$55K to $75K,$CAD,Annual
sal17210,Negotiable,USD,Annual
sal17211,Negotiable,CAD,Annual
sal17212,$55K to $75K,$CAD,Annual
sal17213,80000 per annum,USD,Annual
sal17214,$60k - $80k,CAD,Hourly
sal17215,$60k - $80k,CAD$,Hourly
sal17216,$60k - $80k,USD,Hourly
sal17217,35/hr,USD,Hourly
sal17218,$55K to $75K,CAD$,Annual
sal17219,50000 - 70000,CAD,Hourly
sal17220,$55K to $75K,CAD$,Hourly
sal17221,35/hr,$CAD,Annual
sal17222,$60k - $80k,USD,Annual
sal17223,"$90,000 - $120,000",CAD$,Annual
sal17224,"$90,000 - $120,000",CAD,Hourly
sal17225,80000 per annum,USD,Annual
sal17226,50000 - 70000,$CAD,Annual
sal17227,Negotiable,CAD,Hourly
sal17228,50000 - 70000,CAD$,Hourly
sal17229,$55K to $75K,CAD,Annual
sal17230,35/hr,USD,Hourly
sal17231,$55K to $75K,CAD$,Annual
sal17232,$55K to $75K,CAD,Hourly
sal17233,$60k - $80k,USD,Annual
sal17234,"$90,000 - $120,000",USD,Hourly
sal17235,35/hr,$CAD,Hourly
sal17236,35/hr,CAD$,Hourly
sal17237,50000 - 70000,$CAD,Hourly
sal17238,50000 - 70000,$CAD,Hourly
sal17239,35/hr,$CAD,Annual
sal17240,$55K to $75K,CAD$,Annual
sal17241,"$90,000 - $120,000",USD,Annual
sal17242,"$90,000 - $120,000",CAD,Annual
sal17243,35/hr,$CAD,Hourly
sal17244,50000 - 70000,USD,Annual
sal17245,35/hr,CAD$,Hourly
sal17246,$60k - $80k,$CAD,Annual
sal17247,80000 per annum,$CAD,Hourly
sal17248,"$90,000 - $120,000",CAD$,Annual
sal17249,80000 per annum,CAD$,Hourly
sal17250,50000 - 70000,CAD$,Annual
sal17251,50000 - 70000,CAD,Hourly
sal17252,50000 - 70000,CAD$,Annual
sal17253,Negotiable,$CAD,Hourly
sal17254,$55K to $75K,USD,Hourly
sal17255,$55K to $75K,$CAD,Hourly
sal17256,$60k - $80k,CAD$,Hourly
sal17257,$55K to $75K,USD,Annual
sal17258,$55K to $75K,$CAD,Annual
sal17259,$60k - $80k,CAD,Annual
sal17260,Negotiable,CAD,Annual
sal17261,"$90,000 - $120,000",$CAD,Hourly
sal17262,80000 per annum,CAD$,Annual
sal17263,$60k - $80k,USD,Hourly
sal17264,35/hr,CAD,Hourly
sal17265,$55K to $75K,$CAD,Annual
sal17266,50000 - 70000,CAD,Annual
sal17267,Negotiable,CAD$,Hourly
sal17268,80000 per annum,CAD$,Annual
sal17269,80000 per annum,USD,Annual
sal17270,"$90,000 - $120,000",USD,Annual
sal17271,35/hr,USD,Annual
sal17272,35/hr,$CAD,Hourly
sal17273,$60k - $80k,$CAD,Hourly
sal17274,Negotiable,USD,Annual
sal17275,$55K to $75K,CAD$,Annual
sal17276,35/hr,CAD,Hourly
sal17277,"$90,000 - $120,000",$CAD,Annual
sal17278,$55K to $75K,CAD,Annual
sal17279,35/hr,$CAD,Annual
sal17280,$55K to $75K,CAD$,Hourly
sal17281,Negotiable,CAD,Hourly
sal17282,35/hr,$CAD,Annual
sal17283,Negotiable,USD,Annual
sal17284,"$90,000 - $120,000",$CAD,Hourly
sal17285,$60k - $80k,CAD,Annual
sal17286,50000 - 70000,CAD$,Annual
sal17287,35/hr,USD,Hourly
sal17288,$55K to $75K,CAD$,Annual
sal17289,"$90,000 - $120,000",CAD$,Annual
sal17290,50000 - 70000,$CAD,Hourly
sal17291,35/hr,CAD,Hourly
sal17292,$60k - $80k,CAD,Annual
sal17293,$55K to $75K,$CAD,Annual
sal17294,$60k - $80k,CAD,Hourly
sal17295,50000 - 70000,CAD$,Annual
sal17296,Negotiable,CAD,Hourly
sal17297,$55K to $75K,$CAD,Hourly
sal17298,80000 per annum,CAD,Hourly
sal17299,"$90,000 - $120,000",CAD$,Annual
sal17300,35/hr,USD,Annual
sal17301,50000 - 70000,USD,Hourly
sal17302,$55K to $75K,CAD$,Annual
sal17303,50000 - 70000,CAD$,Annual
sal17304,80000 per annum,$CAD,Hourly
sal17305,35/hr,CAD,Hourly
sal17306,80000 per annum,$CAD,Annual
sal17307,35/hr,USD,Hourly
sal17308,35/hr,USD,Hourly
sal17309,"$90,000 - $120,000",CAD$,Annual
sal17310,$55K to $75K,CAD$,Hourly
sal17311,$55K to $75K,$CAD,Hourly
sal17312,80000 per annum,CAD$,Annual
sal17313,"$90,000 - $120,000",$CAD,Annual
sal17314,Negotiable,$CAD,Annual
sal17315,$60k - $80k,CAD,Hourly
sal17316,35/hr,CAD$,Annual
sal17317,$55K to $75K,$CAD,Hourly
sal17318,$60k - $80k,CAD$,Hourly
sal17319,Negotiable,$CAD,Hourly
sal17320,Negotiable,CAD,Hourly
sal17321,35/hr,$CAD,Annual
sal17322,$60k - $80k,CAD$,Hourly
sal17323,$55K to $75K,CAD$,Hourly
sal17324,"$90,000 - $120,000",USD,Hourly
sal17325,"$90,000 - $120,000",CAD$,Hourly
sal17326,$60k - $80k,CAD,Annual
sal17327,35/hr,CAD,Hourly
sal17328,$55K to $75K,$CAD,Hourly
sal17329,Negotiable,USD,Annual
sal17330,$60k - $80k,$CAD,Annual
sal17331,$60k - $80k,USD,Annual
sal17332,50000 - 70000,CAD$,Hourly
sal17333,80000 per annum,CAD,Hourly
sal17334,Negotiable,CAD$,Annual
sal17335,80000 per annum,CAD,Hourly
sal17336,80000 per annum,$CAD,Hourly
sal17337,"$90,000 - $120,000",CAD,Hourly
sal17338,35/hr,$CAD,Hourly
sal17339,50000 - 70000,CAD$,Annual
sal17340,80000 per annum,$CAD,Hourly
sal17341,"$90,000 - $120,000",USD,Hourly
sal17342,50000 - 70000,CAD$,Hourly
sal17343,Negotiable,CAD$,Annual
sal17344,$55K to $75K,CAD,Annual
sal17345,50000 - 70000,$CAD,Annual
sal17346,50000 - 70000,USD,Hourly
sal17347,$60k - $80k,USD,Hourly
sal17348,50000 - 70000,USD,Annual
sal17349,50000 - 70000,USD,Hourly
sal17350,50000 - 70000,CAD$,Hourly
sal17351,80000 per annum,USD,Hourly
sal17352,80000 per annum,CAD$,Annual
sal17353,50000 - 70000,CAD,Hourly
sal17354,35/hr,CAD$,Hourly
sal17355,"$90,000 - $120,000",CAD,Annual
sal17356,80000 per annum,$CAD,Hourly
sal17357,35/hr,$CAD,Annual
sal17358,80000 per annum,CAD,Annual
sal17359,$55K to $75K,CAD$,Annual
sal17360,80000 per annum,CAD,Annual
sal17361,"$90,000 - $120,000",CAD$,Hourly
sal17362,35/hr,CAD$,Annual
sal17363,80000 per annum,CAD$,Annual
sal17364,$60k - $80k,CAD$,Hourly
sal17365,80000 per annum,$CAD,Annual
sal17366,$60k - $80k,CAD$,Annual
sal17367,Negotiable,$CAD,Annual
sal17368,$60k - $80k,CAD$,Annual
sal17369,35/hr,$CAD,Hourly
sal17370,35/hr,CAD,Hourly
sal17371,$55K to $75K,CAD$,Annual
sal17372,50000 - 70000,$CAD,Annual
sal17373,50000 - 70000,USD,Hourly
sal17374,35/hr,CAD$,Annual
sal17375,35/hr,$CAD,Annual
sal17376,50000 - 70000,CAD,Annual
sal17377,Negotiable,$CAD,Hourly
sal17378,"$90,000 - $120,000",$CAD,Annual
sal17379,80000 per annum,CAD,Hourly
sal17380,Negotiable,USD,Hourly
sal17381,$55K to $75K,$CAD,Hourly
sal17382,$60k - $80k,CAD,Hourly
sal17383,$55K to $75K,USD,Hourly
sal17384,$55K to $75K,USD,Annual
sal17385,$55K to $75K,CAD,Annual
sal17386,80000 per annum,$CAD,Annual
sal17387,35/hr,CAD$,Annual
sal17388,$60k - $80k,CAD$,Annual
sal17389,50000 - 70000,CAD$,Hourly
sal17390,"$90,000 - $120,000",CAD,Hourly
sal17391,35/hr,$CAD,Annual
sal17392,Negotiable,$CAD,Annual
sal17393,$60k - $80k,$CAD,Hourly
sal17394,$55K to $75K,CAD,Annual
sal17395,50000 - 70000,CAD$,Hourly
sal17396,$60k - $80k,$CAD,Hourly
sal17397,80000 per annum,$CAD,Annual
sal17398,35/hr,$CAD,Annual
sal17399,Negotiable,USD,Hourly
sal17400,"$90,000 - $120,000",CAD$,Annual
sal17401,Negotiable,CAD,Annual
sal17402,$55K to $75K,USD,Hourly
sal17403,$60k - $80k,CAD,Hourly
sal17404,80000 per annum,$CAD,Annual
sal17405,Negotiable,CAD$,Hourly
sal17406,Negotiable,CAD$,Annual
sal17407,Negotiable,CAD,Hourly
sal17408,35/hr,CAD$,Hourly
sal17409,"$90,000 - $120,000",$CAD,Annual
sal17410,80000 per annum,CAD,Hourly
sal17411,$60k - $80k,USD,Hourly
sal17412,80000 per annum,USD,Hourly
sal17413,35/hr,USD,Annual
sal17414,50000 - 70000,$CAD,Annual
sal17415,35/hr,USD,Hourly
sal17416,50000 - 70000,CAD,Hourly
sal17417,35/hr,CAD,Hourly
sal17418,Negotiable,CAD,Annual
sal17419,$55K to $75K,CAD,Hourly
sal17420,Negotiable,USD,Annual
sal17421,50000 - 70000,$CAD,Annual
sal17422,"$90,000 - $120,000",CAD$,Hourly
sal17423,35/hr,CAD$,Annual
sal17424,$55K to $75K,CAD$,Annual
sal17425,80000 per annum,CAD$,Annual
sal17426,80000 per annum,$CAD,Hourly
sal17427,$60k - $80k,CAD$,Annual
sal17428,35/hr,$CAD,Annual
sal17429,50000 - 70000,USD,Hourly
sal17430,50000 - 70000,CAD,Annual
sal17431,$60k - $80k,$CAD,Annual
sal17432,"$90,000 - $120,000",USD,Hourly
sal17433,80000 per annum,USD,Annual
sal17434,$55K to $75K,CAD,Annual
sal17435,$55K to $75K,$CAD,Hourly
sal17436,$60k - $80k,CAD,Annual
sal17437,$55K to $75K,$CAD,Annual
sal17438,50000 - 70000,USD,Hourly
sal17439,$55K to $75K,$CAD,Hourly
sal17440,80000 per annum,USD,Hourly
sal17441,"$90,000 - $120,000",USD,Annual
sal17442,35/hr,CAD,Hourly
sal17443,80000 per annum,$CAD,Annual
sal17444,50000 - 70000,USD,Hourly
sal17445,$60k - $80k,$CAD,Annual
sal17446,"$90,000 - $120,000",$CAD,Annual
sal17447,80000 per annum,CAD,Annual
sal17448,Negotiable,CAD$,Annual
sal17449,$60k - $80k,CAD,Annual
sal17450,$60k - $80k,$CAD,Annual
sal17451,80000 per annum,CAD,Annual
sal17452,$55K to $75K,CAD$,Annual
sal17453,"$90,000 - $120,000",CAD$,Annual
sal17454,"$90,000 - $120,000",CAD$,Annual
sal17455,"$90,000 - $120,000",CAD,Annual
sal17456,80000 per annum,CAD,Hourly
sal17457,$55K to $75K,CAD,Hourly
sal17458,"$90,000 - $120,000",USD,Annual
sal17459,35/hr,CAD,Hourly
sal17460,"$90,000 - $120,000",$CAD,Annual
sal17461,"$90,000 - $120,000",$CAD,Hourly
sal17462,$55K to $75K,CAD,Annual
sal17463,35/hr,CAD,Hourly
sal17464,"$90,000 - $120,000",CAD$,Hourly
sal17465,Negotiable,$CAD,Annual
sal17466,Negotiable,CAD$,Hourly
sal17467,$60k - $80k,$CAD,Hourly
sal17468,$60k - $80k,CAD$,Hourly
sal17469,35/hr,USD,Hourly
sal17470,"$90,000 - $120,000",CAD$,Annual
sal17471,"$90,000 - $120,000",USD,Hourly
sal17472,80000 per annum,USD,Hourly
sal17473,$60k - $80k,USD,Annual
sal17474,Negotiable,$CAD,Hourly
sal17475,$55K to $75K,CAD$,Annual
sal17476,"$90,000 - $120,000",CAD$,Annual
sal17477,50000 - 70000,CAD,Annual
sal17478,35/hr,CAD$,Hourly
sal17479,35/hr,USD,Hourly
sal17480,50000 - 70000,$CAD,Hourly
sal17481,$60k - $80k,CAD,Annual
sal17482,50000 - 70000,$CAD,Annual
sal17483,50000 - 70000,$CAD,Hourly
sal17484,Negotiable,USD,Annual
sal17485,$60k - $80k,USD,Annual
sal17486,35/hr,CAD,Hourly
sal17487,$60k - $80k,$CAD,Hourly
sal17488,35/hr,CAD,Hourly
sal17489,$55K to $75K,CAD$,Annual
sal17490,80000 per annum,$CAD,Hourly
sal17491,"$90,000 - $120,000",$CAD,Hourly
sal17492,80000 per annum,CAD,Annual
sal17493,50000 - 70000,CAD$,Annual
sal17494,$55K to $75K,USD,Annual
sal17495,Negotiable,USD,Annual
sal17496,$60k - $80k,CAD,Annual
sal17497,80000 per annum,$CAD,Annual
sal17498,"$90,000 - $120,000",USD,Hourly
sal17499,50000 - 70000,$CAD,Hourly
sal17500,35/hr,CAD$,Annual
sal17501,35/hr,$CAD,Annual
sal17502,80000 per annum,CAD,Hourly
sal17503,50000 - 70000,CAD$,Annual
sal17504,80000 per annum,$CAD,Annual
sal17505,$55K to $75K,CAD$,Annual
sal17506,80000 per annum,CAD,Annual
sal17507,$60k - $80k,$CAD,Annual
sal17508,"$90,000 - $120,000",$CAD,Annual
sal17509,Negotiable,CAD,Annual
sal17510,$60k - $80k,$CAD,Annual
sal17511,"$90,000 - $120,000",$CAD,Annual
sal17512,50000 - 70000,CAD,Annual
sal17513,$55K to $75K,USD,Annual
sal17514,$55K to $75K,USD,Hourly
sal17515,80000 per annum,CAD,Hourly
sal17516,"$90,000 - $120,000",CAD,Annual
sal17517,$60k - $80k,CAD$,Annual
sal17518,Negotiable,USD,Hourly
sal17519,35/hr,USD,Annual
sal17520,35/hr,CAD,Hourly
sal17521,80000 per annum,$CAD,Annual
sal17522,$55K to $75K,$CAD,Hourly
sal17523,80000 per annum,$CAD,Hourly
sal17524,80000 per annum,CAD$,Annual
sal17525,"$90,000 - $120,000",CAD$,Hourly
sal17526,80000 per annum,CAD$,Annual
sal17527,80000 per annum,$CAD,Hourly
sal17528,$55K to $75K,CAD$,Hourly
sal17529,50000 - 70000,$CAD,Hourly
sal17530,Negotiable,USD,Hourly
sal17531,80000 per annum,CAD$,Hourly
sal17532,50000 - 70000,CAD,Annual
sal17533,"$90,000 - $120,000",USD,Annual
sal17534,80000 per annum,USD,Hourly
sal17535,$60k - $80k,CAD$,Hourly
sal17536,Negotiable,CAD$,Hourly
sal17537,$55K to $75K,CAD,Hourly
sal17538,Negotiable,CAD,Annual
sal17539,80000 per annum,CAD,Hourly
sal17540,50000 - 70000,$CAD,Hourly
sal17541,"$90,000 - $120,000",$CAD,Annual
sal17542,Negotiable,$CAD,Annual
sal17543,35/hr,CAD,Annual
sal17544,Negotiable,$CAD,Annual
sal17545,$60k - $80k,CAD,Hourly
sal17546,50000 - 70000,CAD$,Annual
sal17547,80000 per annum,CAD$,Annual
sal17548,$60k - $80k,USD,Hourly
sal17549,"$90,000 - $120,000",CAD,Annual
sal17550,$55K to $75K,CAD,Hourly
sal17551,$60k - $80k,CAD$,Hourly
sal17552,"$90,000 - $120,000",CAD,Annual
sal17553,80000 per annum,CAD,Hourly
sal17554,Negotiable,$CAD,Hourly
sal17555,35/hr,USD,Hourly
sal17556,80000 per annum,CAD$,Annual
sal17557,80000 per annum,$CAD,Hourly
sal17558,80000 per annum,$CAD,Annual
sal17559,$55K to $75K,CAD,Annual
sal17560,Negotiable,CAD$,Hourly
sal17561,"$90,000 - $120,000",CAD$,Annual
sal17562,80000 per annum,CAD,Hourly
sal17563,"$90,000 - $120,000",USD,Annual
sal17564,$60k - $80k,$CAD,Annual
sal17565,$55K to $75K,USD,Hourly
sal17566,35/hr,CAD,Annual
sal17567,$55K to $75K,CAD,Annual
sal17568,$60k - $80k,CAD$,Annual
sal17569,50000 - 70000,USD,Annual
sal17570,80000 per annum,CAD,Hourly
sal17571,$55K to $75K,USD,Annual
sal17572,50000 - 70000,CAD$,Annual
sal17573,$60k - $80k,CAD$,Annual
sal17574,Negotiable,CAD,Annual
sal17575,Negotiable,CAD$,Annual
sal17576,Negotiable,$CAD,Hourly
sal17577,Negotiable,$CAD,Hourly
sal17578,80000 per annum,CAD,Hourly
sal17579,Negotiable,USD,Annual
sal17580,"$90,000 - $120,000",USD,Hourly
sal17581,"$90,000 - $120,000",$CAD,Hourly
sal17582,80000 per annum,CAD,Annual
sal17583,80000 per annum,CAD,Annual
sal17584,Negotiable,CAD,Annual
sal17585,$60k - $80k,$CAD,Hourly
sal17586,50000 - 70000,CAD$,Annual
sal17587,80000 per annum,CAD$,Annual
sal17588,Negotiable,CAD,Hourly
sal17589,$60k - $80k,CAD$,Hourly
sal17590,$55K to $75K,USD,Hourly
sal17591,80000 per annum,$CAD,Hourly
sal17592,"$90,000 - $120,000",$CAD,Hourly
sal17593,35/hr,CAD$,Hourly
sal17594,Negotiable,CAD,Hourly
sal17595,$60k - $80k,CAD,Annual
sal17596,50000 - 70000,CAD,Annual
sal17597,50000 - 70000,CAD$,Annual
sal17598,$60k - $80k,CAD,Annual
sal17599,$55K to $75K,USD,Annual
sal17600,$60k - $80k,USD,Annual
sal17601,50000 - 70000,USD,Annual
sal17602,80000 per annum,USD,Annual
sal17603,80000 per annum,CAD$,Hourly
sal17604,80000 per annum,USD,Hourly
sal17605,"$90,000 - $120,000",USD,Annual
sal17606,"$90,000 - $120,000",CAD$,Annual
sal17607,35/hr,$CAD,Hourly
sal17608,80000 per annum,CAD,Hourly
sal17609,"$90,000 - $120,000",USD,Annual
sal17610,Negotiable,CAD$,Annual
sal17611,Negotiable,CAD,Annual
sal17612,80000 per annum,CAD$,Annual
sal17613,"$90,000 - $120,000",CAD$,Hourly
sal17614,35/hr,USD,Annual
sal17615,$60k - $80k,$CAD,Hourly
sal17616,$60k - $80k,$CAD,Annual
sal17617,Negotiable,CAD,Annual
sal17618,35/hr,CAD$,Hourly
sal17619,Negotiable,CAD,Hourly
sal17620,$55K to $75K,CAD,Hourly
sal17621,"$90,000 - $120,000",$CAD,Annual
sal17622,50000 - 70000,$CAD,Hourly
sal17623,Negotiable,CAD$,Annual
sal17624,"$90,000 - $120,000",$CAD,Annual
sal17625,35/hr,$CAD,Hourly
sal17626,Negotiable,USD,Hourly
sal17627,$55K to $75K,CAD,Annual
sal17628,$60k - $80k,USD,Hourly
sal17629,80000 per annum,CAD,Annual
sal17630,80000 per annum,CAD$,Annual
sal17631,80000 per annum,CAD$,Hourly
sal17632,80000 per annum,USD,Hourly
sal17633,$55K to $75K,CAD$,Annual
sal17634,$60k - $80k,CAD$,Annual
sal17635,$55K to $75K,CAD,Annual
sal17636,80000 per annum,USD,Annual
sal17637,50000 - 70000,CAD$,Hourly
sal17638,80000 per annum,CAD,Hourly
sal17639,$60k - $80k,$CAD,Hourly
sal17640,80000 per annum,$CAD,Hourly
sal17641,"$90,000 - $120,000",CAD$,Hourly
sal17642,35/hr,CAD$,Hourly
sal17643,"$90,000 - $120,000",CAD$,Hourly
sal17644,$55K to $75K,CAD,Annual
sal17645,"$90,000 - $120,000",CAD$,Annual
sal17646,$60k - $80k,$CAD,Annual
sal17647,$60k - $80k,$CAD,Annual
sal17648,35/hr,CAD$,Hourly
sal17649,80000 per annum,USD,Annual
sal17650,35/hr,$CAD,Hourly
sal17651,35/hr,USD,Annual
sal17652,35/hr,CAD$,Hourly
sal17653,$60k - $80k,CAD$,Hourly
sal17654,$55K to $75K,$CAD,Annual
sal17655,$60k - $80k,CAD$,Hourly
sal17656,Negotiable,CAD,Annual
sal17657,50000 - 70000,CAD,Hourly
sal17658,50000 - 70000,CAD,Annual
sal17659,50000 - 70000,$CAD,Hourly
sal17660,80000 per annum,CAD$,Hourly
sal17661,80000 per annum,USD,Hourly
sal17662,80000 per annum,CAD,Hourly
sal17663,$60k - $80k,$CAD,Hourly
sal17664,Negotiable,USD,Hourly
sal17665,"$90,000 - $120,000",$CAD,Annual
sal17666,"$90,000 - $120,000",USD,Annual
sal17667,$55K to $75K,CAD,Annual
sal17668,$60k - $80k,$CAD,Hourly
sal17669,Negotiable,$CAD,Hourly
sal17670,Negotiable,USD,Hourly
sal17671,50000 - 70000,USD,Hourly
sal17672,Negotiable,CAD$,Hourly
sal17673,$55K to $75K,$CAD,Hourly
sal17674,80000 per annum,$CAD,Hourly
sal17675,"$90,000 - $120,000",$CAD,Annual
sal17676,$55K to $75K,USD,Annual
sal17677,80000 per annum,CAD,Annual
sal17678,$60k - $80k,$CAD,Annual
sal17679,$60k - $80k,USD,Annual
sal17680,80000 per annum,$CAD,Annual
sal17681,35/hr,CAD$,Annual
sal17682,50000 - 70000,$CAD,Hourly
sal17683,35/hr,CAD$,Annual
sal17684,"$90,000 - $120,000",CAD$,Annual
sal17685,$60k - $80k,CAD,Hourly
sal17686,80000 per annum,USD,Hourly
sal17687,35/hr,USD,Annual
sal17688,80000 per annum,$CAD,Hourly
sal17689,$55K to $75K,$CAD,Hourly
sal17690,50000 - 70000,CAD,Hourly
sal17691,$55K to $75K,CAD,Annual
sal17692,50000 - 70000,CAD,Annual
sal17693,35/hr,CAD,Annual
sal17694,80000 per annum,CAD$,Annual
sal17695,35/hr,CAD,Annual
sal17696,35/hr,USD,Annual
sal17697,"$90,000 - $120,000",$CAD,Annual
sal17698,$60k - $80k,CAD$,Annual
sal17699,80000 per annum,USD,Annual
sal17700,35/hr,CAD$,Annual
sal17701,50000 - 70000,USD,Hourly
sal17702,$60k - $80k,USD,Hourly
sal17703,"$90,000 - $120,000",$CAD,Annual
sal17704,35/hr,USD,Annual
sal17705,50000 - 70000,$CAD,Hourly
sal17706,Negotiable,USD,Hourly
sal17707,35/hr,CAD,Annual
sal17708,80000 per annum,CAD,Hourly
sal17709,80000 per annum,USD,Hourly
sal17710,$60k - $80k,CAD$,Annual
sal17711,"$90,000 - $120,000",CAD,Hourly
sal17712,Negotiable,CAD$,Hourly
sal17713,35/hr,CAD,Annual
sal17714,50000 - 70000,$CAD,Hourly
sal17715,"$90,000 - $120,000",CAD$,Hourly
sal17716,$55K to $75K,CAD,Hourly
sal17717,"$90,000 - $120,000",CAD$,Hourly
sal17718,$60k - $80k,USD,Hourly
sal17719,"$90,000 - $120,000",CAD,Annual
sal17720,$55K to $75K,$CAD,Hourly
sal17721,50000 - 70000,$CAD,Annual
sal17722,$55K to $75K,CAD$,Annual
sal17723,$55K to $75K,CAD,Annual
sal17724,$60k - $80k,CAD,Hourly
sal17725,35/hr,USD,Hourly
sal17726,50000 - 70000,$CAD,Hourly
sal17727,"$90,000 - $120,000",CAD$,Hourly
sal17728,35/hr,$CAD,Annual
sal17729,80000 per annum,CAD$,Hourly
sal17730,80000 per annum,USD,Hourly
sal17731,"$90,000 - $120,000",USD,Hourly
sal17732,Negotiable,$CAD,Hourly
sal17733,$60k - $80k,CAD$,Hourly
sal17734,50000 - 70000,CAD$,Hourly
sal17735,Negotiable,$CAD,Hourly
sal17736,$60k - $80k,$CAD,Hourly
sal17737,35/hr,USD,Annual
sal17738,80000 per annum,USD,Annual
sal17739,$60k - $80k,CAD$,Annual
sal17740,50000 - 70000,$CAD,Hourly
sal17741,80000 per annum,CAD$,Hourly
sal17742,80000 per annum,CAD$,Annual
sal17743,35/hr,CAD,Annual
sal17744,$60k - $80k,$CAD,Hourly
sal17745,80000 per annum,USD,Hourly
sal17746,Negotiable,CAD,Hourly
sal17747,"$90,000 - $120,000",$CAD,Annual
sal17748,$55K to $75K,CAD$,Hourly
sal17749,$55K to $75K,USD,Hourly
sal17750,"$90,000 - $120,000",CAD,Annual
sal17751,35/hr,$CAD,Hourly
sal17752,80000 per annum,CAD,Hourly
sal17753,$55K to $75K,USD,Hourly
sal17754,$60k - $80k,USD,Annual
sal17755,35/hr,$CAD,Annual
sal17756,$55K to $75K,$CAD,Hourly
sal17757,80000 per annum,USD,Annual
sal17758,$60k - $80k,$CAD,Annual
sal17759,$55K to $75K,$CAD,Annual
sal17760,80000 per annum,$CAD,Annual
sal17761,35/hr,CAD,Annual
sal17762,"$90,000 - $120,000",CAD,Annual
sal17763,$60k - $80k,CAD$,Annual
sal17764,35/hr,$CAD,Annual
sal17765,80000 per annum,CAD,Annual
sal17766,Negotiable,$CAD,Annual
sal17767,80000 per annum,CAD,Annual
sal17768,Negotiable,CAD,Hourly
sal17769,$60k - $80k,CAD,Hourly
sal17770,Negotiable,USD,Hourly
sal17771,50000 - 70000,USD,Annual
sal17772,"$90,000 - $120,000",CAD$,Hourly
sal17773,50000 - 70000,USD,Annual
sal17774,$60k - $80k,CAD$,Annual
sal17775,"$90,000 - $120,000",CAD$,Hourly
sal17776,$55K to $75K,USD,Hourly
sal17777,50000 - 70000,USD,Annual
sal17778,"$90,000 - $120,000",$CAD,Annual
sal17779,$60k - $80k,USD,Annual
sal17780,35/hr,USD,Annual
sal17781,Negotiable,$CAD,Hourly
sal17782,35/hr,$CAD,Hourly
sal17783,Negotiable,CAD,Annual
sal17784,80000 per annum,CAD,Annual
sal17785,35/hr,$CAD,Annual
sal17786,80000 per annum,CAD,Annual
sal17787,35/hr,CAD$,Annual
sal17788,$55K to $75K,CAD,Hourly
sal17789,35/hr,USD,Hourly
sal17790,80000 per annum,$CAD,Annual
sal17791,80000 per annum,$CAD,Annual
sal17792,35/hr,USD,Hourly
sal17793,50000 - 70000,$CAD,Annual
sal17794,"$90,000 - $120,000",$CAD,Hourly
sal17795,$60k - $80k,$CAD,Annual
sal17796,$55K to $75K,CAD,Annual
sal17797,$55K to $75K,$CAD,Hourly
sal17798,Negotiable,$CAD,Annual
sal17799,50000 - 70000,$CAD,Hourly
sal17800,"$90,000 - $120,000",CAD,Hourly
sal17801,80000 per annum,$CAD,Annual
sal17802,"$90,000 - $120,000",CAD$,Hourly
sal17803,50000 - 70000,$CAD,Annual
sal17804,80000 per annum,USD,Hourly
sal17805,$55K to $75K,CAD$,Hourly
sal17806,$55K to $75K,CAD,Hourly
sal17807,50000 - 70000,CAD,Hourly
sal17808,35/hr,$CAD,Annual
sal17809,80000 per annum,$CAD,Annual
sal17810,80000 per annum,USD,Hourly
sal17811,80000 per annum,CAD,Annual
sal17812,$60k - $80k,USD,Hourly
sal17813,80000 per annum,CAD$,Annual
sal17814,80000 per annum,$CAD,Annual
sal17815,Negotiable,USD,Annual
sal17816,35/hr,$CAD,Annual
sal17817,35/hr,CAD,Hourly
sal17818,50000 - 70000,USD,Annual
sal17819,$60k - $80k,CAD$,Annual
sal17820,80000 per annum,USD,Hourly
sal17821,$60k - $80k,CAD$,Hourly
sal17822,$60k - $80k,CAD$,Hourly
sal17823,$60k - $80k,CAD$,Hourly
sal17824,35/hr,CAD$,Hourly
sal17825,50000 - 70000,CAD,Annual
sal17826,80000 per annum,USD,Hourly
sal17827,"$90,000 - $120,000",CAD,Hourly
sal17828,$60k - $80k,$CAD,Annual
sal17829,$55K to $75K,CAD$,Annual
sal17830,Negotiable,$CAD,Annual
sal17831,35/hr,USD,Hourly
sal17832,$55K to $75K,CAD,Annual
sal17833,50000 - 70000,CAD,Annual
sal17834,"$90,000 - $120,000",USD,Hourly
sal17835,50000 - 70000,USD,Annual
sal17836,80000 per annum,CAD$,Annual
sal17837,80000 per annum,CAD$,Annual
sal17838,50000 - 70000,$CAD,Hourly
sal17839,$60k - $80k,USD,Annual
sal17840,35/hr,USD,Hourly
sal17841,$60k - $80k,USD,Hourly
sal17842,$55K to $75K,$CAD,Hourly
sal17843,$55K to $75K,USD,Hourly
sal17844,$60k - $80k,USD,Hourly
sal17845,$60k - $80k,CAD,Hourly
sal17846,"$90,000 - $120,000",CAD$,Hourly
sal17847,80000 per annum,USD,Hourly
sal17848,"$90,000 - $120,000",USD,Annual
sal17849,$60k - $80k,USD,Hourly
sal17850,Negotiable,CAD,Annual
sal17851,$60k - $80k,$CAD,Annual
sal17852,"$90,000 - $120,000",USD,Annual
