job_id,job_title,company_id,post_date,job_type,city_location,requirements_id,salary_id
j18803,Statistician,comp161,11-14-2024,Full Time,"Vancouver, BC",req18803,sal18803
j18804,BI Developer,comp120,2025/02/02,Internship,Remote,req18804,sal18804
j18805,Machine Learning Engineer,comp110,Jan 28 2025,FT,Remote,req18805,sal18805
j18806,Analytics Manager,comp150,03-13-2025,Full Time,"Montreal, QC",req18806,sal18806
j18807,Data Engineer,comp044,Aug 18 2024,F/T,Remote,req18807,sal18807
j18808,Database Admin,comp182,May 16 2024,Contract,Remote,req18808,sal18808
j18809,Machine Learning Engineer,comp178,Jul 21 2024,F/T,"Edmonton, AB",req18809,sal18809
j18810,Data Engineer,comp125,07-27-2024,FT,"Edmonton, AB",req18810,sal18810
j18811,Database Admin,comp195,06-24-2024,FT,"Toronto, ON",req18811,sal18811
j18812,Machine Learning Engineer,comp075,Nov 15 2024,Internship,"Montreal, QC",req18812,sal18812
j18813,Machine Learning Engineer,comp058,07-24-2024,Contract,Remote,req18813,sal18813
j18814,Statistician,comp134,04-02-2025,Contract,"Ottawa, ON",req18814,sal18814
j18815,Data Engineer,comp027,03-24-2025,Full Time,Remote,req18815,sal18815
j18816,Data Analyst,comp023,2024/06/29,Contract,Remote,req18816,sal18816
j18817,Data Scientist,comp188,Jul 06 2024,Contract,"Vancouver, BC",req18817,sal18817
j18818,Data Engineer,comp155,Sep 27 2024,F/T,Remote,req18818,sal18818
j18819,Data Engineer,comp154,02-26-2025,F/T,Remote,req18819,sal18819
j18820,Database Admin,comp093,05-24-2024,Full Time,"Montreal, QC",req18820,sal18820
j18821,Data Scientist,comp062,Apr 15 2024,FT,"Vancouver, BC",req18821,sal18821
j18822,Data Scientist,comp171,12-20-2024,F/T,Remote,req18822,sal18822
j18823,Analytics Manager,comp127,2025/03/07,Internship,"Edmonton, AB",req18823,sal18823
j18824,AI Specialist,comp180,08-07-2024,Contract,Remote,req18824,sal18824
j18825,Machine Learning Engineer,comp111,2025/03/28,Full Time,"Montreal, QC",req18825,sal18825
j18826,Data Engineer,comp108,11-11-2024,Part-Time,"Edmonton, AB",req18826,sal18826
j18827,AI Specialist,comp015,2024/04/12,FT,Remote,req18827,sal18827
j18828,Data Scientist,comp164,Jun 23 2024,Part-Time,"Montreal, QC",req18828,sal18828
j18829,Data Engineer,comp027,2025/03/21,F/T,"Calgary, AB",req18829,sal18829
j18830,Database Admin,comp198,2024/10/02,Internship,"Edmonton, AB",req18830,sal18830
j18831,Data Scientist,comp072,Mar 05 2025,Full Time,Remote,req18831,sal18831
j18832,AI Specialist,comp186,11-02-2024,FT,"Toronto, ON",req18832,sal18832
j18833,Data Engineer,comp188,2024/10/01,FT,"Calgary, AB",req18833,sal18833
j18834,Data Engineer,comp071,Nov 30 2024,FT,"Vancouver, BC",req18834,sal18834
j18835,Data Engineer,comp065,2024/09/27,Part-Time,"Toronto, ON",req18835,sal18835
j18836,Data Engineer,comp164,04-07-2024,Internship,"Calgary, AB",req18836,sal18836
j18837,Data Analyst,comp131,2024/08/14,Full Time,"Toronto, ON",req18837,sal18837
j18838,Analytics Manager,comp085,2024/12/30,Internship,"Vancouver, BC",req18838,sal18838
j18839,Analytics Manager,comp108,09-20-2024,Internship,"Calgary, AB",req18839,sal18839
j18840,Data Engineer,comp171,2024/08/18,Part-Time,"Ottawa, ON",req18840,sal18840
j18841,Analytics Manager,comp065,2024/06/09,Part-Time,"Calgary, AB",req18841,sal18841
j18842,AI Specialist,comp092,07-25-2024,F/T,"Edmonton, AB",req18842,sal18842
j18843,Statistician,comp022,2024/10/29,F/T,"Edmonton, AB",req18843,sal18843
j18844,BI Developer,comp004,2025/03/14,F/T,Remote,req18844,sal18844
j18845,Data Analyst,comp026,May 20 2024,Full Time,Remote,req18845,sal18845
j18846,Machine Learning Engineer,comp183,03-15-2025,Internship,"Edmonton, AB",req18846,sal18846
j18847,Statistician,comp125,08-15-2024,F/T,"Edmonton, AB",req18847,sal18847
j18848,Database Admin,comp063,01-14-2025,Part-Time,Remote,req18848,sal18848
j18849,Analytics Manager,comp150,May 02 2024,Full Time,"Vancouver, BC",req18849,sal18849
j18850,Data Scientist,comp127,2025/01/27,Full Time,"Calgary, AB",req18850,sal18850
j18851,AI Specialist,comp057,11-15-2024,Full Time,"Vancouver, BC",req18851,sal18851
j18852,Database Admin,comp152,2024/05/26,FT,"Calgary, AB",req18852,sal18852
j18853,Data Engineer,comp112,08-18-2024,Part-Time,"Vancouver, BC",req18853,sal18853
j18854,Database Admin,comp171,Apr 23 2024,Part-Time,Remote,req18854,sal18854
j18855,Data Analyst,comp069,2024/12/17,Contract,"Toronto, ON",req18855,sal18855
j18856,Analytics Manager,comp027,12-06-2024,Contract,"Toronto, ON",req18856,sal18856
j18857,Statistician,comp200,2024/12/26,FT,"Montreal, QC",req18857,sal18857
j18858,Data Analyst,comp182,Sep 14 2024,Full Time,"Ottawa, ON",req18858,sal18858
j18859,Database Admin,comp125,2024/08/04,Internship,"Vancouver, BC",req18859,sal18859
j18860,BI Developer,comp144,07-12-2024,Part-Time,"Calgary, AB",req18860,sal18860
j18861,BI Developer,comp156,08-04-2024,F/T,"Calgary, AB",req18861,sal18861
j18862,Analytics Manager,comp145,Feb 24 2025,Part-Time,"Vancouver, BC",req18862,sal18862
j18863,Data Scientist,comp097,Mar 07 2025,F/T,"Calgary, AB",req18863,sal18863
j18864,BI Developer,comp156,Jan 09 2025,F/T,"Montreal, QC",req18864,sal18864
j18865,AI Specialist,comp133,Dec 30 2024,FT,"Ottawa, ON",req18865,sal18865
j18866,Statistician,comp171,09-25-2024,Internship,"Edmonton, AB",req18866,sal18866
j18867,Statistician,comp098,Oct 18 2024,Contract,Remote,req18867,sal18867
j18868,AI Specialist,comp011,06-13-2024,Contract,"Toronto, ON",req18868,sal18868
j18869,AI Specialist,comp155,06-27-2024,Part-Time,"Toronto, ON",req18869,sal18869
j18870,Machine Learning Engineer,comp028,2024/08/21,Part-Time,"Edmonton, AB",req18870,sal18870
j18871,Data Analyst,comp152,Oct 23 2024,Full Time,"Montreal, QC",req18871,sal18871
j18872,Statistician,comp165,Aug 07 2024,Internship,"Montreal, QC",req18872,sal18872
j18873,Database Admin,comp026,Jun 27 2024,Contract,"Edmonton, AB",req18873,sal18873
j18874,Analytics Manager,comp148,2024/10/22,FT,"Calgary, AB",req18874,sal18874
j18875,Data Engineer,comp025,Nov 11 2024,Internship,"Edmonton, AB",req18875,sal18875
j18876,Database Admin,comp031,11-18-2024,F/T,"Edmonton, AB",req18876,sal18876
j18877,Machine Learning Engineer,comp196,2025/02/24,Part-Time,Remote,req18877,sal18877
j18878,BI Developer,comp062,Oct 22 2024,Internship,"Toronto, ON",req18878,sal18878
j18879,AI Specialist,comp093,2024/08/09,F/T,"Montreal, QC",req18879,sal18879
j18880,Data Scientist,comp149,2024/09/01,Full Time,"Vancouver, BC",req18880,sal18880
j18881,Statistician,comp173,03-01-2025,Full Time,"Edmonton, AB",req18881,sal18881
j18882,Data Engineer,comp182,12-17-2024,Part-Time,"Toronto, ON",req18882,sal18882
j18883,Machine Learning Engineer,comp155,2024/08/04,Internship,"Edmonton, AB",req18883,sal18883
j18884,Database Admin,comp108,Jun 27 2024,FT,Remote,req18884,sal18884
j18885,Data Engineer,comp101,2025/01/06,Full Time,"Montreal, QC",req18885,sal18885
j18886,BI Developer,comp184,2024/11/30,F/T,"Montreal, QC",req18886,sal18886
j18887,Analytics Manager,comp191,2024/12/02,F/T,"Toronto, ON",req18887,sal18887
j18888,Analytics Manager,comp011,2024/08/25,FT,"Edmonton, AB",req18888,sal18888
j18889,Statistician,comp089,May 10 2024,FT,"Toronto, ON",req18889,sal18889
j18890,Data Engineer,comp166,2024/11/11,Part-Time,"Toronto, ON",req18890,sal18890
j18891,AI Specialist,comp113,2024/05/10,Contract,Remote,req18891,sal18891
j18892,Machine Learning Engineer,comp118,Aug 14 2024,F/T,"Vancouver, BC",req18892,sal18892
j18893,Analytics Manager,comp147,Apr 19 2024,Full Time,"Montreal, QC",req18893,sal18893
j18894,Analytics Manager,comp134,2024/11/03,Full Time,Remote,req18894,sal18894
j18895,Data Engineer,comp010,2025/01/12,Contract,"Montreal, QC",req18895,sal18895
j18896,Data Scientist,comp103,Jan 02 2025,Part-Time,"Edmonton, AB",req18896,sal18896
j18897,Data Engineer,comp161,12-21-2024,FT,"Calgary, AB",req18897,sal18897
j18898,Database Admin,comp191,2024/11/18,Full Time,"Edmonton, AB",req18898,sal18898
j18899,Database Admin,comp200,Sep 24 2024,FT,"Vancouver, BC",req18899,sal18899
j18900,Analytics Manager,comp111,2024/06/24,Internship,"Montreal, QC",req18900,sal18900
j18901,Data Engineer,comp172,2024/09/12,F/T,Remote,req18901,sal18901
j18902,Data Engineer,comp007,10-13-2024,FT,"Calgary, AB",req18902,sal18902
j18903,Data Analyst,comp056,Apr 01 2025,Internship,"Vancouver, BC",req18903,sal18903
j18904,Statistician,comp146,2024/10/23,Part-Time,"Toronto, ON",req18904,sal18904
j18905,Data Scientist,comp047,12-06-2024,FT,"Vancouver, BC",req18905,sal18905
j18906,Data Engineer,comp007,2024/12/11,Internship,"Toronto, ON",req18906,sal18906
j18907,Machine Learning Engineer,comp162,07-17-2024,Contract,"Vancouver, BC",req18907,sal18907
j18908,Data Analyst,comp085,Feb 11 2025,FT,"Vancouver, BC",req18908,sal18908
j18909,Analytics Manager,comp026,2025/01/10,Contract,Remote,req18909,sal18909
j18910,Statistician,comp075,Sep 04 2024,Internship,Remote,req18910,sal18910
j18911,BI Developer,comp106,Jan 17 2025,FT,"Toronto, ON",req18911,sal18911
j18912,Statistician,comp008,04-08-2024,Internship,"Vancouver, BC",req18912,sal18912
j18913,Statistician,comp187,2024/10/16,Contract,"Calgary, AB",req18913,sal18913
j18914,Data Analyst,comp117,Oct 11 2024,FT,Remote,req18914,sal18914
j18915,Data Scientist,comp065,Jul 25 2024,F/T,Remote,req18915,sal18915
j18916,Machine Learning Engineer,comp092,2024/04/17,Full Time,"Vancouver, BC",req18916,sal18916
j18917,Statistician,comp175,10-17-2024,F/T,"Ottawa, ON",req18917,sal18917
j18918,Data Scientist,comp089,09-15-2024,Internship,"Montreal, QC",req18918,sal18918
j18919,BI Developer,comp091,2025/03/16,Part-Time,"Montreal, QC",req18919,sal18919
j18920,BI Developer,comp064,2025/02/17,Full Time,"Toronto, ON",req18920,sal18920
j18921,BI Developer,comp071,08-13-2024,Contract,Remote,req18921,sal18921
j18922,Analytics Manager,comp115,08-29-2024,F/T,Remote,req18922,sal18922
j18923,BI Developer,comp013,2024/08/11,F/T,"Montreal, QC",req18923,sal18923
j18924,Data Scientist,comp084,2024/04/25,Full Time,"Ottawa, ON",req18924,sal18924
j18925,BI Developer,comp118,Jun 26 2024,F/T,"Vancouver, BC",req18925,sal18925
j18926,Database Admin,comp179,2024/04/18,FT,"Vancouver, BC",req18926,sal18926
j18927,Data Engineer,comp163,11-29-2024,Part-Time,"Ottawa, ON",req18927,sal18927
j18928,AI Specialist,comp068,11-16-2024,Full Time,"Ottawa, ON",req18928,sal18928
j18929,Database Admin,comp197,04-05-2025,Contract,"Montreal, QC",req18929,sal18929
j18930,BI Developer,comp042,02-17-2025,FT,Remote,req18930,sal18930
j18931,Database Admin,comp054,Jun 11 2024,Part-Time,Remote,req18931,sal18931
j18932,Data Analyst,comp143,2024/05/24,F/T,"Toronto, ON",req18932,sal18932
j18933,AI Specialist,comp198,Aug 15 2024,Contract,Remote,req18933,sal18933
j18934,Analytics Manager,comp141,Dec 27 2024,Full Time,"Toronto, ON",req18934,sal18934
j18935,BI Developer,comp166,Oct 11 2024,Internship,"Calgary, AB",req18935,sal18935
j18936,Data Engineer,comp083,Jan 23 2025,Full Time,"Montreal, QC",req18936,sal18936
j18937,Machine Learning Engineer,comp190,2024/12/23,Internship,Remote,req18937,sal18937
j18938,Analytics Manager,comp103,Oct 11 2024,F/T,Remote,req18938,sal18938
j18939,Statistician,comp193,May 27 2024,Full Time,"Ottawa, ON",req18939,sal18939
j18940,Data Analyst,comp090,2024/10/12,Contract,"Calgary, AB",req18940,sal18940
j18941,Data Scientist,comp200,Nov 03 2024,FT,"Edmonton, AB",req18941,sal18941
j18942,Data Engineer,comp045,Apr 11 2024,Contract,"Ottawa, ON",req18942,sal18942
j18943,Analytics Manager,comp128,06-30-2024,Part-Time,"Montreal, QC",req18943,sal18943
j18944,Statistician,comp023,2024/10/28,F/T,"Ottawa, ON",req18944,sal18944
j18945,Machine Learning Engineer,comp086,02-17-2025,Contract,"Toronto, ON",req18945,sal18945
j18946,AI Specialist,comp091,05-13-2024,Part-Time,Remote,req18946,sal18946
j18947,Machine Learning Engineer,comp158,2024/12/04,Part-Time,"Ottawa, ON",req18947,sal18947
j18948,Database Admin,comp138,Nov 28 2024,Internship,"Calgary, AB",req18948,sal18948
j18949,BI Developer,comp190,Nov 15 2024,F/T,"Toronto, ON",req18949,sal18949
j18950,Machine Learning Engineer,comp059,Jun 19 2024,Internship,"Edmonton, AB",req18950,sal18950
j18951,Machine Learning Engineer,comp082,2024/12/23,FT,"Ottawa, ON",req18951,sal18951
j18952,Data Analyst,comp079,2024/10/14,Part-Time,"Vancouver, BC",req18952,sal18952
j18953,Statistician,comp026,Jun 16 2024,Full Time,"Vancouver, BC",req18953,sal18953
j18954,Statistician,comp185,09-23-2024,Part-Time,"Calgary, AB",req18954,sal18954
j18955,BI Developer,comp024,09-13-2024,Contract,"Toronto, ON",req18955,sal18955
j18956,Data Engineer,comp164,2024/06/13,Part-Time,"Edmonton, AB",req18956,sal18956
j18957,Database Admin,comp104,03-22-2025,Internship,"Edmonton, AB",req18957,sal18957
j18958,AI Specialist,comp081,2024/05/13,Part-Time,"Calgary, AB",req18958,sal18958
j18959,Data Engineer,comp160,08-27-2024,Internship,"Montreal, QC",req18959,sal18959
j18960,BI Developer,comp128,Feb 04 2025,Internship,"Edmonton, AB",req18960,sal18960
j18961,Data Engineer,comp164,Apr 30 2024,FT,"Montreal, QC",req18961,sal18961
j18962,AI Specialist,comp048,2024/12/10,FT,"Toronto, ON",req18962,sal18962
j18963,Statistician,comp194,2024/12/02,Part-Time,"Toronto, ON",req18963,sal18963
j18964,AI Specialist,comp098,Aug 02 2024,Contract,"Vancouver, BC",req18964,sal18964
j18965,Data Scientist,comp052,Mar 02 2025,F/T,"Ottawa, ON",req18965,sal18965
j18966,Data Engineer,comp068,05-25-2024,FT,"Ottawa, ON",req18966,sal18966
j18967,Analytics Manager,comp182,Mar 18 2025,Part-Time,"Ottawa, ON",req18967,sal18967
j18968,Statistician,comp125,Mar 17 2025,F/T,"Toronto, ON",req18968,sal18968
j18969,Statistician,comp090,Feb 03 2025,Contract,Remote,req18969,sal18969
j18970,AI Specialist,comp087,01-26-2025,FT,"Ottawa, ON",req18970,sal18970
j18971,BI Developer,comp113,Jan 02 2025,F/T,"Montreal, QC",req18971,sal18971
j18972,Statistician,comp093,2025/03/29,Part-Time,"Calgary, AB",req18972,sal18972
j18973,BI Developer,comp194,Mar 22 2025,Contract,"Montreal, QC",req18973,sal18973
j18974,Statistician,comp041,Oct 06 2024,Part-Time,"Montreal, QC",req18974,sal18974
j18975,Data Engineer,comp044,2024/08/15,FT,"Edmonton, AB",req18975,sal18975
j18976,Data Analyst,comp083,12-02-2024,Contract,"Toronto, ON",req18976,sal18976
j18977,Database Admin,comp005,2024/10/30,Contract,"Edmonton, AB",req18977,sal18977
j18978,Data Scientist,comp029,2025/02/26,FT,Remote,req18978,sal18978
j18979,Analytics Manager,comp049,Feb 06 2025,Contract,Remote,req18979,sal18979
j18980,Database Admin,comp149,Aug 04 2024,Part-Time,"Ottawa, ON",req18980,sal18980
j18981,Data Engineer,comp080,Apr 29 2024,Contract,"Vancouver, BC",req18981,sal18981
j18982,Data Scientist,comp130,12-09-2024,F/T,"Vancouver, BC",req18982,sal18982
j18983,Data Scientist,comp180,08-10-2024,Contract,Remote,req18983,sal18983
j18984,Machine Learning Engineer,comp165,Jul 01 2024,FT,"Vancouver, BC",req18984,sal18984
j18985,Data Analyst,comp144,12-21-2024,F/T,Remote,req18985,sal18985
j18986,Data Scientist,comp076,09-26-2024,F/T,"Toronto, ON",req18986,sal18986
j18987,Machine Learning Engineer,comp194,Jul 06 2024,Part-Time,Remote,req18987,sal18987
j18988,Database Admin,comp144,11-12-2024,Full Time,Remote,req18988,sal18988
j18989,Data Engineer,comp138,2024/09/12,FT,"Calgary, AB",req18989,sal18989
j18990,BI Developer,comp046,Apr 09 2024,FT,"Toronto, ON",req18990,sal18990
j18991,BI Developer,comp102,Sep 12 2024,F/T,"Montreal, QC",req18991,sal18991
j18992,Data Engineer,comp159,2024/11/17,Contract,"Vancouver, BC",req18992,sal18992
j18993,Machine Learning Engineer,comp179,10-26-2024,F/T,"Ottawa, ON",req18993,sal18993
j18994,Statistician,comp020,10-09-2024,FT,"Montreal, QC",req18994,sal18994
j18995,BI Developer,comp051,2024/07/25,FT,Remote,req18995,sal18995
j18996,Database Admin,comp024,2024/11/15,Internship,"Toronto, ON",req18996,sal18996
j18997,Data Engineer,comp024,2024/05/18,F/T,"Toronto, ON",req18997,sal18997
j18998,Machine Learning Engineer,comp183,Jul 11 2024,FT,"Edmonton, AB",req18998,sal18998
j18999,Machine Learning Engineer,comp154,Nov 23 2024,Internship,Remote,req18999,sal18999
j19000,Data Engineer,comp170,Oct 04 2024,F/T,"Toronto, ON",req19000,sal19000
j19001,AI Specialist,comp104,2025/01/11,F/T,"Calgary, AB",req19001,sal19001
j19002,Analytics Manager,comp068,2024/12/30,FT,"Calgary, AB",req19002,sal19002
j19003,Database Admin,comp038,2024/05/02,Internship,"Edmonton, AB",req19003,sal19003
j19004,AI Specialist,comp184,02-27-2025,FT,"Edmonton, AB",req19004,sal19004
j19005,Data Engineer,comp088,2024/11/19,Full Time,"Ottawa, ON",req19005,sal19005
j19006,Data Analyst,comp137,Feb 22 2025,Part-Time,"Calgary, AB",req19006,sal19006
j19007,BI Developer,comp091,01-26-2025,F/T,"Edmonton, AB",req19007,sal19007
j19008,BI Developer,comp102,2024/05/05,Part-Time,"Montreal, QC",req19008,sal19008
j19009,Data Scientist,comp035,Dec 03 2024,FT,"Toronto, ON",req19009,sal19009
j19010,Data Analyst,comp099,10-28-2024,Internship,Remote,req19010,sal19010
j19011,Data Analyst,comp027,Apr 21 2024,F/T,"Montreal, QC",req19011,sal19011
j19012,Data Scientist,comp189,10-07-2024,Internship,"Calgary, AB",req19012,sal19012
j19013,Data Scientist,comp076,Dec 08 2024,Full Time,"Ottawa, ON",req19013,sal19013
j19014,AI Specialist,comp158,05-01-2024,FT,"Ottawa, ON",req19014,sal19014
j19015,Analytics Manager,comp146,04-14-2024,Full Time,"Toronto, ON",req19015,sal19015
j19016,Analytics Manager,comp022,Oct 20 2024,F/T,"Toronto, ON",req19016,sal19016
j19017,BI Developer,comp083,10-16-2024,FT,Remote,req19017,sal19017
j19018,BI Developer,comp058,03-02-2025,Part-Time,"Calgary, AB",req19018,sal19018
j19019,Data Scientist,comp114,05-19-2024,FT,"Vancouver, BC",req19019,sal19019
j19020,Database Admin,comp011,Sep 08 2024,Part-Time,"Vancouver, BC",req19020,sal19020
j19021,Data Engineer,comp063,Sep 09 2024,Internship,"Montreal, QC",req19021,sal19021
j19022,Machine Learning Engineer,comp141,10-14-2024,Internship,Remote,req19022,sal19022
j19023,BI Developer,comp040,2024/09/28,F/T,Remote,req19023,sal19023
j19024,AI Specialist,comp171,Jul 04 2024,F/T,"Toronto, ON",req19024,sal19024
j19025,AI Specialist,comp071,Apr 08 2024,FT,"Toronto, ON",req19025,sal19025
j19026,Database Admin,comp007,2024/07/14,Contract,"Calgary, AB",req19026,sal19026
j19027,Analytics Manager,comp127,10-30-2024,F/T,Remote,req19027,sal19027
j19028,Data Engineer,comp058,Aug 09 2024,FT,"Calgary, AB",req19028,sal19028
j19029,Database Admin,comp178,2024/12/02,F/T,"Montreal, QC",req19029,sal19029
j19030,Analytics Manager,comp057,Feb 25 2025,Internship,"Edmonton, AB",req19030,sal19030
j19031,Statistician,comp063,04-09-2024,Contract,"Toronto, ON",req19031,sal19031
j19032,Statistician,comp058,Mar 31 2025,F/T,"Calgary, AB",req19032,sal19032
j19033,AI Specialist,comp113,10-05-2024,Internship,"Ottawa, ON",req19033,sal19033
j19034,Data Analyst,comp166,05-18-2024,Internship,"Montreal, QC",req19034,sal19034
j19035,Database Admin,comp056,2024/10/27,Internship,Remote,req19035,sal19035
j19036,BI Developer,comp038,Jul 08 2024,Contract,"Edmonton, AB",req19036,sal19036
j19037,Data Scientist,comp004,Nov 05 2024,F/T,"Ottawa, ON",req19037,sal19037
j19038,Data Scientist,comp076,02-18-2025,Internship,"Edmonton, AB",req19038,sal19038
j19039,Data Engineer,comp063,Nov 19 2024,Contract,"Toronto, ON",req19039,sal19039
j19040,Database Admin,comp006,2024/07/28,Contract,"Edmonton, AB",req19040,sal19040
j19041,Data Analyst,comp157,Oct 04 2024,FT,"Vancouver, BC",req19041,sal19041
j19042,BI Developer,comp124,2025/03/07,F/T,"Vancouver, BC",req19042,sal19042
j19043,AI Specialist,comp113,03-23-2025,Part-Time,Remote,req19043,sal19043
j19044,Statistician,comp107,Jun 30 2024,FT,"Edmonton, AB",req19044,sal19044
j19045,Analytics Manager,comp143,2025/03/02,Full Time,Remote,req19045,sal19045
j19046,Data Analyst,comp142,Jul 03 2024,F/T,Remote,req19046,sal19046
j19047,Data Scientist,comp146,2024/10/06,F/T,"Vancouver, BC",req19047,sal19047
j19048,AI Specialist,comp050,02-12-2025,Internship,"Calgary, AB",req19048,sal19048
j19049,Statistician,comp106,2024/10/25,Contract,"Toronto, ON",req19049,sal19049
j19050,Database Admin,comp048,Sep 20 2024,Part-Time,"Ottawa, ON",req19050,sal19050
j19051,Data Engineer,comp133,Aug 29 2024,Contract,"Montreal, QC",req19051,sal19051
j19052,AI Specialist,comp149,06-29-2024,Internship,"Ottawa, ON",req19052,sal19052
j19053,BI Developer,comp103,Dec 05 2024,FT,"Montreal, QC",req19053,sal19053
j19054,BI Developer,comp161,Dec 12 2024,Part-Time,"Calgary, AB",req19054,sal19054
j19055,AI Specialist,comp148,May 12 2024,Internship,"Toronto, ON",req19055,sal19055
j19056,AI Specialist,comp100,03-27-2025,FT,"Calgary, AB",req19056,sal19056
j19057,Database Admin,comp192,Oct 30 2024,FT,"Ottawa, ON",req19057,sal19057
j19058,Data Engineer,comp067,2024/06/07,Part-Time,Remote,req19058,sal19058
j19059,Data Engineer,comp181,2025/03/14,Contract,"Ottawa, ON",req19059,sal19059
j19060,Analytics Manager,comp094,May 14 2024,Part-Time,"Toronto, ON",req19060,sal19060
j19061,Database Admin,comp068,Aug 09 2024,Part-Time,"Calgary, AB",req19061,sal19061
j19062,Analytics Manager,comp111,2024/07/10,Contract,"Calgary, AB",req19062,sal19062
j19063,Data Scientist,comp095,01-08-2025,Internship,"Toronto, ON",req19063,sal19063
j19064,Statistician,comp094,05-17-2024,Contract,"Ottawa, ON",req19064,sal19064
j19065,Machine Learning Engineer,comp061,Sep 03 2024,Full Time,"Montreal, QC",req19065,sal19065
j19066,Analytics Manager,comp082,09-24-2024,F/T,"Calgary, AB",req19066,sal19066
j19067,Data Scientist,comp139,2024/11/21,Part-Time,"Edmonton, AB",req19067,sal19067
j19068,Statistician,comp092,Dec 02 2024,Contract,"Calgary, AB",req19068,sal19068
j19069,BI Developer,comp020,09-28-2024,Contract,"Montreal, QC",req19069,sal19069
j19070,BI Developer,comp178,2024/04/18,Part-Time,"Vancouver, BC",req19070,sal19070
j19071,Statistician,comp035,2024/05/21,FT,"Calgary, AB",req19071,sal19071
j19072,Data Analyst,comp083,12-04-2024,Internship,"Vancouver, BC",req19072,sal19072
j19073,Analytics Manager,comp180,Nov 13 2024,Contract,"Edmonton, AB",req19073,sal19073
j19074,Data Engineer,comp064,12-18-2024,Internship,Remote,req19074,sal19074
j19075,Database Admin,comp138,12-29-2024,Full Time,Remote,req19075,sal19075
j19076,Analytics Manager,comp149,05-08-2024,F/T,Remote,req19076,sal19076
j19077,AI Specialist,comp033,Feb 18 2025,Full Time,Remote,req19077,sal19077
j19078,Database Admin,comp025,Oct 19 2024,F/T,Remote,req19078,sal19078
j19079,Database Admin,comp130,2024/12/25,Internship,"Edmonton, AB",req19079,sal19079
j19080,Data Analyst,comp182,May 06 2024,Internship,"Vancouver, BC",req19080,sal19080
j19081,Analytics Manager,comp122,Jun 14 2024,FT,"Toronto, ON",req19081,sal19081
j19082,Analytics Manager,comp138,10-26-2024,F/T,"Ottawa, ON",req19082,sal19082
j19083,Analytics Manager,comp081,2024/08/22,Internship,"Toronto, ON",req19083,sal19083
j19084,Data Engineer,comp027,Jul 26 2024,Full Time,"Vancouver, BC",req19084,sal19084
j19085,Database Admin,comp155,05-18-2024,Full Time,"Ottawa, ON",req19085,sal19085
j19086,AI Specialist,comp059,Jun 27 2024,FT,Remote,req19086,sal19086
j19087,Data Engineer,comp185,11-12-2024,F/T,"Montreal, QC",req19087,sal19087
j19088,AI Specialist,comp090,12-30-2024,FT,"Edmonton, AB",req19088,sal19088
j19089,Statistician,comp184,12-16-2024,Part-Time,"Edmonton, AB",req19089,sal19089
j19090,Data Scientist,comp180,2024/04/08,Contract,Remote,req19090,sal19090
j19091,BI Developer,comp166,2024/04/11,Part-Time,"Vancouver, BC",req19091,sal19091
j19092,Analytics Manager,comp142,2024/10/04,Part-Time,"Vancouver, BC",req19092,sal19092
j19093,Statistician,comp058,06-12-2024,Full Time,Remote,req19093,sal19093
j19094,Data Engineer,comp120,12-25-2024,Full Time,"Toronto, ON",req19094,sal19094
j19095,Analytics Manager,comp069,2024/11/05,Internship,"Edmonton, AB",req19095,sal19095
j19096,Data Scientist,comp148,07-04-2024,Part-Time,"Ottawa, ON",req19096,sal19096
j19097,BI Developer,comp014,10-06-2024,Part-Time,"Edmonton, AB",req19097,sal19097
j19098,Machine Learning Engineer,comp118,2025/02/20,Full Time,"Edmonton, AB",req19098,sal19098
j19099,Statistician,comp159,Jun 07 2024,Part-Time,"Calgary, AB",req19099,sal19099
j19100,Data Scientist,comp113,2024/11/05,FT,Remote,req19100,sal19100
j19101,Machine Learning Engineer,comp128,2024/08/09,Internship,"Toronto, ON",req19101,sal19101
j19102,Data Engineer,comp152,10-22-2024,Full Time,"Toronto, ON",req19102,sal19102
j19103,Data Scientist,comp112,12-25-2024,Full Time,"Calgary, AB",req19103,sal19103
j19104,Analytics Manager,comp017,06-11-2024,Full Time,"Vancouver, BC",req19104,sal19104
j19105,BI Developer,comp044,Feb 11 2025,F/T,"Ottawa, ON",req19105,sal19105
j19106,AI Specialist,comp006,Jul 26 2024,Part-Time,"Montreal, QC",req19106,sal19106
j19107,BI Developer,comp144,2024/10/28,F/T,"Ottawa, ON",req19107,sal19107
j19108,Machine Learning Engineer,comp115,2025/03/18,F/T,"Montreal, QC",req19108,sal19108
j19109,AI Specialist,comp144,02-07-2025,Full Time,"Montreal, QC",req19109,sal19109
j19110,Data Engineer,comp167,Aug 22 2024,Full Time,"Montreal, QC",req19110,sal19110
j19111,AI Specialist,comp015,2025/03/11,FT,"Toronto, ON",req19111,sal19111
j19112,Data Engineer,comp089,02-05-2025,F/T,"Calgary, AB",req19112,sal19112
j19113,Statistician,comp123,2024/05/25,Full Time,"Edmonton, AB",req19113,sal19113
j19114,AI Specialist,comp181,06-25-2024,Part-Time,"Calgary, AB",req19114,sal19114
j19115,Analytics Manager,comp038,2025/03/13,Internship,"Toronto, ON",req19115,sal19115
j19116,BI Developer,comp017,Aug 22 2024,Part-Time,"Vancouver, BC",req19116,sal19116
