requirements_id,experience_years,education_level,skills_required
req18190,3-5 yrs,MSc,"Tableau, R, SQL, Hadoop, PowerBI"
req18191,at least 2,PhD,"PowerBI, R, Hadoop, SQL, Communication"
req18192,None,MSc,"PowerBI, Scala, Tableau, Spark"
req18193,None,None,"Leadership, Excel, Spark, PowerBI, Tableau"
req18194,2+,Bachelor's,"Communication, Leadership, PowerBI"
req18195,None,BS,"Communication, Leadership, Python, SQL, Excel"
req18196,None,PhD,"Scala, Python, Hadoop, Tableau, Spark"
req18197,at least 2,BS,"PowerBI, SQL, Leadership, Python, Communication"
req18198,at least 2,BS,"Leadership, Excel, SQL"
req18199,None,None,"Hadoop, SQL"
req18200,None,Bachelor's,"PowerBI, Communication, R, Scala"
req18201,at least 2,BS,"PowerBI, Spark, Excel, Tableau"
req18202,1 year,MSc,"Communication, R, Spark"
req18203,3-5 yrs,B.Sc.,"Scala, PowerBI, Spark"
req18204,at least 2,B.Sc.,"Python, Communication, R"
req18205,None,B.Sc.,"R, Excel, Tableau, Hadoop"
req18206,None,PhD,"R, Hadoop"
req18207,None,BS,"Leadership, Tableau, Excel, PowerBI"
req18208,None,Bachelor's,"Communication, Tableau, SQL, Spark"
req18209,at least 2,B.Sc.,"Python, R"
req18210,2+,None,"Communication, Hadoop"
req18211,2+,MSc,"Tableau, Communication"
req18212,at least 2,BS,"Spark, SQL, Scala, PowerBI"
req18213,at least 2,PhD,"PowerBI, Tableau, Leadership, Hadoop"
req18214,3-5 yrs,MSc,"Communication, Python, R, Scala"
req18215,3-5 yrs,PhD,"PowerBI, Communication"
req18216,1 year,None,"Hadoop, PowerBI, Excel"
req18217,3-5 yrs,MSc,"Spark, Python, SQL"
req18218,3-5 yrs,None,"R, Communication, SQL, Leadership"
req18219,3-5 yrs,BS,"Tableau, Leadership"
req18220,1 year,MSc,"Hadoop, Excel, Leadership"
req18221,None,PhD,"Spark, Tableau, PowerBI, Scala"
req18222,2+,BS,"Hadoop, Leadership, Tableau, PowerBI"
req18223,3-5 yrs,BS,"Scala, Tableau, R"
req18224,None,None,"Python, SQL, Spark"
req18225,3-5 yrs,MSc,"Tableau, R, Spark"
req18226,1 year,Bachelor's,"Excel, Hadoop, Python, Scala"
req18227,2+,MSc,"SQL, Tableau, Scala, PowerBI, Leadership"
req18228,at least 2,B.Sc.,"Communication, Leadership, Python"
req18229,2+,Bachelor's,"Tableau, R"
req18230,None,MSc,"PowerBI, Hadoop, Python, Leadership, Scala"
req18231,None,PhD,"Hadoop, R, Spark"
req18232,None,BS,"R, PowerBI, Leadership, Tableau"
req18233,3-5 yrs,None,"Tableau, Scala, PowerBI, Leadership, Excel"
req18234,3-5 yrs,BS,"Spark, Excel, R, Hadoop, Communication"
req18235,3-5 yrs,PhD,"SQL, R, Communication, Spark, Scala"
req18236,3-5 yrs,BS,"Leadership, Spark, Hadoop, Excel, Scala"
req18237,3-5 yrs,PhD,"Excel, PowerBI, Communication, Hadoop"
req18238,at least 2,BS,"R, Spark"
req18239,None,PhD,"Leadership, Hadoop, R"
req18240,2+,BS,"Scala, Python"
req18241,None,MSc,"Hadoop, Spark, Communication, SQL, Excel"
req18242,None,Bachelor's,"Spark, SQL, Leadership"
req18243,at least 2,BS,"Excel, Python, R"
req18244,1 year,MSc,"Scala, Communication, Tableau, R, Hadoop"
req18245,None,B.Sc.,"Leadership, Python, SQL, Excel"
req18246,2+,PhD,"Communication, SQL, R, Python, Tableau"
req18247,at least 2,MSc,"Tableau, Excel"
req18248,None,Bachelor's,"Hadoop, Tableau, PowerBI"
req18249,None,MSc,"SQL, PowerBI"
req18250,None,BS,"PowerBI, Python"
req18251,1 year,BS,"Scala, PowerBI, Leadership"
req18252,2+,None,"PowerBI, SQL, Excel, Communication"
req18253,1 year,MSc,"Python, Communication, R, SQL"
req18254,1 year,None,"Scala, PowerBI"
req18255,None,Bachelor's,"SQL, Communication, Excel"
req18256,3-5 yrs,BS,"SQL, Tableau, Communication"
req18257,None,BS,"Scala, Leadership, Hadoop, Communication"
req18258,None,Bachelor's,"R, Hadoop, Communication, Excel"
req18259,3-5 yrs,None,"Hadoop, Scala, SQL, Excel, Python"
req18260,2+,BS,"Leadership, Scala"
req18261,2+,None,"SQL, Excel"
req18262,None,BS,"R, Leadership, Tableau, Excel"
req18263,2+,PhD,"Leadership, R"
req18264,None,MSc,"Spark, Scala, SQL"
req18265,3-5 yrs,None,"Spark, PowerBI, Scala"
req18266,at least 2,MSc,"Leadership, Tableau"
req18267,None,MSc,"Communication, Hadoop, Python, SQL"
req18268,at least 2,BS,"Excel, Scala, Communication, SQL, Leadership"
req18269,3-5 yrs,BS,"R, Python"
req18270,1 year,BS,"Leadership, Communication, Excel, Hadoop"
req18271,None,Bachelor's,"Tableau, Communication, PowerBI"
req18272,3-5 yrs,BS,"Excel, PowerBI, Spark, Scala, Leadership"
req18273,2+,MSc,"PowerBI, SQL, Excel"
req18274,3-5 yrs,MSc,"Leadership, Excel, PowerBI, Hadoop, R"
req18275,at least 2,Bachelor's,"SQL, Communication, Spark, PowerBI"
req18276,2+,MSc,"SQL, Communication, Spark, PowerBI"
req18277,1 year,BS,"Hadoop, Leadership, Communication"
req18278,None,Bachelor's,"R, Spark, Scala, Hadoop, Tableau"
req18279,1 year,None,"R, Leadership, PowerBI"
req18280,1 year,Bachelor's,"SQL, R, Leadership"
req18281,1 year,Bachelor's,"SQL, Leadership"
req18282,1 year,BS,"PowerBI, Communication"
req18283,2+,B.Sc.,"Leadership, Spark, Excel, Tableau, R"
req18284,None,PhD,"Tableau, R, Hadoop, PowerBI"
req18285,1 year,MSc,"Tableau, Leadership, R, SQL, Spark"
req18286,1 year,BS,"Excel, SQL, PowerBI, Scala"
req18287,at least 2,B.Sc.,"R, Leadership, PowerBI, Python"
req18288,3-5 yrs,None,"Scala, Communication"
req18289,1 year,None,"PowerBI, Hadoop, Python, Tableau"
req18290,2+,B.Sc.,"Excel, Spark, PowerBI, SQL, Tableau"
req18291,at least 2,MSc,"R, SQL, Hadoop, PowerBI"
req18292,1 year,None,"Hadoop, Tableau, Spark, Excel, Python"
req18293,1 year,None,"Scala, Tableau, Hadoop, R, PowerBI"
req18294,None,PhD,"Scala, R, Spark"
req18295,1 year,B.Sc.,"PowerBI, R"
req18296,1 year,None,"SQL, Hadoop, Communication, PowerBI"
req18297,2+,BS,"Spark, Hadoop"
req18298,1 year,Bachelor's,"SQL, Spark, Leadership, PowerBI"
req18299,2+,BS,"Python, Tableau, Spark"
req18300,None,PhD,"Python, Communication, Spark, Excel, Scala"
req18301,1 year,None,"Communication, Tableau, Spark, R"
req18302,at least 2,None,"Communication, Hadoop, SQL"
req18303,2+,B.Sc.,"Communication, Excel, Hadoop"
req18304,None,None,"R, SQL, PowerBI, Excel"
req18305,None,PhD,"Excel, PowerBI, Hadoop, R, Spark"
req18306,3-5 yrs,None,"Scala, Python, Tableau, PowerBI, R"
req18307,3-5 yrs,PhD,"Hadoop, R"
req18308,at least 2,MSc,"SQL, Excel, Tableau"
req18309,3-5 yrs,Bachelor's,"PowerBI, Hadoop, Communication, Excel"
req18310,at least 2,B.Sc.,"Communication, Hadoop, Python, PowerBI"
req18311,2+,BS,"Hadoop, R, Spark, Tableau, Scala"
req18312,2+,BS,"SQL, PowerBI, Hadoop"
req18313,at least 2,MSc,"Excel, Python, R"
req18314,None,B.Sc.,"Python, PowerBI, Leadership, R, Excel"
req18315,at least 2,BS,"Excel, PowerBI, Spark, SQL"
req18316,3-5 yrs,BS,"Scala, Hadoop, Excel"
req18317,1 year,Bachelor's,"Leadership, PowerBI, SQL"
req18318,at least 2,None,"Scala, R"
req18319,at least 2,MSc,"Excel, R, PowerBI"
req18320,2+,Bachelor's,"Python, Spark"
req18321,None,MSc,"Spark, PowerBI, Excel"
req18322,at least 2,BS,"Spark, Excel, R"
req18323,2+,PhD,"Excel, Tableau"
req18324,1 year,None,"Leadership, Scala, Tableau"
req18325,None,Bachelor's,"Hadoop, Excel, Communication, Tableau"
req18326,at least 2,MSc,"Hadoop, Python, PowerBI, R, Spark"
req18327,2+,None,"SQL, Tableau, Spark, Python, Leadership"
req18328,3-5 yrs,BS,"R, Communication, Scala, Excel"
req18329,3-5 yrs,BS,"PowerBI, R"
req18330,3-5 yrs,MSc,"Communication, Excel, R, SQL"
req18331,3-5 yrs,BS,"Tableau, Communication"
req18332,3-5 yrs,MSc,"Scala, Excel, R, Spark"
req18333,at least 2,Bachelor's,"SQL, PowerBI, Python, Leadership"
req18334,1 year,Bachelor's,"Scala, Python, R, Tableau, Leadership"
req18335,at least 2,B.Sc.,"Scala, PowerBI, Leadership, Communication, R"
req18336,1 year,None,"Scala, Spark, PowerBI, Leadership, SQL"
req18337,at least 2,PhD,"R, PowerBI, Communication, Python"
req18338,None,B.Sc.,"Excel, Tableau"
req18339,1 year,B.Sc.,"PowerBI, Communication, Leadership"
req18340,3-5 yrs,BS,"Leadership, R, Scala"
req18341,3-5 yrs,None,"R, Leadership, SQL"
req18342,1 year,BS,"Spark, PowerBI, Python, Scala, Communication"
req18343,at least 2,PhD,"SQL, Hadoop, Tableau, Python"
req18344,1 year,B.Sc.,"SQL, Spark, Excel, PowerBI"
req18345,2+,BS,"Hadoop, Communication"
req18346,None,Bachelor's,"Excel, Leadership, Communication, Python"
req18347,None,B.Sc.,"Spark, Scala, Communication, R"
req18348,None,BS,"Tableau, Scala, Hadoop, PowerBI, Excel"
req18349,None,Bachelor's,"Leadership, Communication, Hadoop, Tableau"
req18350,at least 2,None,"Tableau, Python, Hadoop"
req18351,None,MSc,"Hadoop, Spark"
req18352,1 year,MSc,"Tableau, Python, Leadership"
req18353,1 year,MSc,"Hadoop, Scala, SQL, Python"
req18354,1 year,B.Sc.,"SQL, Communication, Scala, PowerBI, Hadoop"
req18355,at least 2,MSc,"Hadoop, Communication, Scala, PowerBI"
req18356,at least 2,None,"Scala, Leadership"
req18357,2+,None,"Communication, Tableau, R"
req18358,1 year,MSc,"Communication, Tableau, Spark, Excel, Python"
req18359,3-5 yrs,BS,"Excel, Tableau, Spark, Communication"
req18360,None,B.Sc.,"Python, Leadership, Tableau, Spark"
req18361,None,BS,"Hadoop, R, SQL, Excel"
req18362,at least 2,None,"Tableau, PowerBI, Python"
req18363,2+,B.Sc.,"Hadoop, Leadership, Spark, Scala"
req18364,1 year,BS,"R, PowerBI, Hadoop, Leadership"
req18365,3-5 yrs,PhD,"Leadership, Hadoop, Scala, R"
req18366,3-5 yrs,Bachelor's,"Tableau, Scala, Excel"
req18367,1 year,MSc,"PowerBI, Hadoop, Scala, Leadership"
req18368,2+,None,"R, Spark"
req18369,2+,BS,"Hadoop, Excel, Scala"
req18370,1 year,BS,"Python, Communication, Leadership, SQL, Spark"
req18371,3-5 yrs,B.Sc.,"Spark, PowerBI"
req18372,2+,MSc,"Spark, Communication, Hadoop, Scala"
req18373,2+,Bachelor's,"Scala, Spark"
req18374,3-5 yrs,BS,"Hadoop, R, Excel, Communication, SQL"
req18375,2+,B.Sc.,"Excel, Tableau, Python"
req18376,3-5 yrs,B.Sc.,"PowerBI, Communication, Excel, Python"
req18377,2+,Bachelor's,"Leadership, Communication, Spark, PowerBI"
req18378,2+,B.Sc.,"Scala, Communication, Tableau, Excel, R"
req18379,2+,B.Sc.,"Spark, Communication"
req18380,1 year,PhD,"Python, Spark, Communication"
req18381,None,B.Sc.,"Hadoop, Spark"
req18382,1 year,Bachelor's,"Leadership, Excel, Tableau, Python"
req18383,2+,PhD,"Leadership, Python"
req18384,at least 2,None,"SQL, Excel"
req18385,3-5 yrs,BS,"Hadoop, PowerBI, Excel, Scala"
req18386,None,Bachelor's,"PowerBI, Excel"
req18387,None,PhD,"PowerBI, SQL, Communication, R, Hadoop"
req18388,2+,BS,"Leadership, Communication, R, Python, Scala"
req18389,None,None,"Python, Spark, Excel, Hadoop, R"
req18390,1 year,PhD,"Python, SQL, Hadoop, Scala, Spark"
req18391,None,None,"Tableau, R, Scala, Hadoop"
req18392,1 year,PhD,"Spark, Python"
req18393,1 year,PhD,"Communication, SQL"
req18394,1 year,BS,"Hadoop, Spark, Python, Excel"
req18395,1 year,MSc,"Scala, Hadoop, Leadership, Python"
req18396,2+,Bachelor's,"Tableau, SQL, Excel"
req18397,None,Bachelor's,"SQL, Python, PowerBI, Hadoop, Leadership"
req18398,3-5 yrs,MSc,"Tableau, Leadership"
req18399,1 year,None,"Python, PowerBI, Tableau, Scala, Hadoop"
req18400,1 year,PhD,"Excel, Spark, PowerBI, Scala"
req18401,at least 2,PhD,"Communication, Hadoop, Spark, R, PowerBI"
req18402,2+,MSc,"Communication, PowerBI, Python, Hadoop, Excel"
req18403,2+,PhD,"Spark, SQL, Hadoop, PowerBI"
req18404,3-5 yrs,PhD,"Scala, PowerBI, SQL"
req18405,3-5 yrs,Bachelor's,"Scala, R"
req18406,at least 2,Bachelor's,"Leadership, Tableau, Python, Hadoop"
req18407,at least 2,B.Sc.,"Python, Scala, Excel"
req18408,at least 2,MSc,"Tableau, Spark, Excel, Leadership"
req18409,None,BS,"Hadoop, Communication, Tableau, SQL, Spark"
req18410,3-5 yrs,Bachelor's,"SQL, Python"
req18411,2+,BS,"Spark, Scala, SQL, Python, PowerBI"
req18412,at least 2,BS,"Excel, Leadership, Hadoop, Communication, PowerBI"
req18413,None,B.Sc.,"R, Scala"
req18414,None,PhD,"PowerBI, R"
req18415,1 year,None,"PowerBI, Hadoop, R, Python"
req18416,None,None,"Tableau, PowerBI, R"
req18417,2+,Bachelor's,"Python, Spark"
req18418,at least 2,None,"PowerBI, Python"
req18419,None,Bachelor's,"Excel, Tableau, Python, Leadership, Hadoop"
req18420,1 year,None,"Leadership, Excel, Python, SQL"
req18421,3-5 yrs,B.Sc.,"Scala, Spark, R, Excel"
req18422,3-5 yrs,Bachelor's,"Leadership, Communication, Scala"
req18423,2+,B.Sc.,"Communication, SQL, R, PowerBI, Python"
req18424,2+,B.Sc.,"Scala, Excel"
req18425,None,BS,"PowerBI, Excel, Tableau"
req18426,2+,Bachelor's,"Excel, R, Hadoop, SQL"
req18427,None,BS,"Tableau, Excel, PowerBI, R, Scala"
req18428,1 year,PhD,"Communication, Excel, R, Hadoop, Tableau"
req18429,None,BS,"Communication, Hadoop, PowerBI, SQL"
req18430,at least 2,PhD,"Python, Hadoop, PowerBI"
req18431,None,B.Sc.,"PowerBI, SQL, Hadoop, Leadership, Scala"
req18432,None,PhD,"Hadoop, PowerBI, Leadership, Communication, R"
req18433,None,Bachelor's,"Python, Tableau, Scala, Communication"
req18434,1 year,Bachelor's,"Scala, Tableau, Python, PowerBI"
req18435,3-5 yrs,B.Sc.,"Scala, SQL, R, Excel"
req18436,None,MSc,"Python, Leadership, Excel, SQL"
req18437,1 year,None,"Leadership, R, Scala, Excel, PowerBI"
req18438,None,BS,"R, Leadership, Tableau, Python, Scala"
req18439,None,BS,"R, Leadership"
req18440,1 year,BS,"SQL, Excel, Leadership"
req18441,at least 2,PhD,"Excel, PowerBI, Spark"
req18442,1 year,BS,"Tableau, SQL, Scala, Excel"
req18443,1 year,B.Sc.,"R, Hadoop"
req18444,1 year,MSc,"Excel, R, Python, PowerBI"
req18445,3-5 yrs,Bachelor's,"Leadership, R, Spark, Excel"
req18446,None,None,"Scala, Leadership, Spark, SQL, Excel"
req18447,1 year,BS,"R, Communication, Leadership, SQL"
req18448,None,B.Sc.,"SQL, Excel, Communication, R"
req18449,at least 2,None,"Tableau, Python"
req18450,at least 2,PhD,"Excel, Leadership, Scala, PowerBI"
req18451,1 year,B.Sc.,"Communication, SQL, Tableau, Leadership"
req18452,at least 2,BS,"Spark, Tableau, R, Excel"
req18453,3-5 yrs,Bachelor's,"Tableau, Scala, PowerBI, Spark"
req18454,3-5 yrs,None,"Spark, Communication"
req18455,2+,Bachelor's,"Scala, Hadoop, Spark, PowerBI, R"
req18456,3-5 yrs,PhD,"Leadership, Hadoop, R, Communication, Spark"
req18457,at least 2,BS,"Leadership, Tableau, Hadoop"
req18458,None,PhD,"Leadership, Scala, Tableau"
req18459,2+,Bachelor's,"PowerBI, Hadoop, SQL, Communication"
req18460,1 year,None,"Scala, Tableau, PowerBI, Hadoop"
req18461,at least 2,MSc,"Communication, Leadership, Spark, Python"
req18462,2+,BS,"Spark, Excel, R"
req18463,None,MSc,"Leadership, Python, Excel, R, Communication"
req18464,None,B.Sc.,"Leadership, PowerBI, R, Tableau"
req18465,1 year,BS,"Excel, Hadoop"
req18466,3-5 yrs,None,"Excel, SQL, R, Leadership"
req18467,3-5 yrs,MSc,"SQL, Spark"
req18468,3-5 yrs,None,"Python, Leadership, Scala, Excel"
req18469,1 year,PhD,"Excel, Python, Spark"
req18470,3-5 yrs,MSc,"Spark, Python, Hadoop"
req18471,at least 2,B.Sc.,"Leadership, Excel, Scala, R, Communication"
req18472,3-5 yrs,MSc,"Hadoop, Leadership, R, Scala"
req18473,2+,BS,"Spark, Scala, Excel, Hadoop"
req18474,1 year,PhD,"Tableau, SQL, R, Communication, Python"
req18475,2+,BS,"Spark, Leadership, Python, SQL, Excel"
req18476,3-5 yrs,MSc,"SQL, Excel, Tableau, Communication"
req18477,3-5 yrs,MSc,"Hadoop, PowerBI, Spark, Scala, R"
req18478,at least 2,PhD,"Spark, Python"
req18479,3-5 yrs,B.Sc.,"Spark, PowerBI"
req18480,2+,PhD,"Communication, Leadership, Tableau, Excel"
req18481,None,None,"PowerBI, Spark, Leadership, Tableau"
req18482,3-5 yrs,None,"R, Leadership, SQL, Scala"
req18483,None,None,"Leadership, Communication, Python, Tableau, Scala"
req18484,3-5 yrs,MSc,"SQL, Excel"
req18485,2+,BS,"SQL, Hadoop, Leadership"
req18486,3-5 yrs,Bachelor's,"Excel, SQL, Python"
req18487,2+,B.Sc.,"SQL, Excel, R, Leadership, PowerBI"
req18488,None,MSc,"Communication, Spark"
req18489,2+,Bachelor's,"SQL, Leadership, Communication"
req18490,3-5 yrs,None,"SQL, Spark, PowerBI, Tableau, Hadoop"
req18491,2+,Bachelor's,"Scala, Tableau, Spark, Python, Communication"
req18492,1 year,Bachelor's,"PowerBI, Leadership, Excel"
req18493,None,BS,"SQL, R, Excel"
req18494,1 year,None,"Excel, Tableau, Scala"
req18495,3-5 yrs,BS,"SQL, Hadoop, R"
req18496,2+,Bachelor's,"SQL, Hadoop, Scala"
req18497,3-5 yrs,MSc,"R, Spark"
req18498,None,PhD,"PowerBI, R, Communication"
req18499,3-5 yrs,B.Sc.,"Excel, SQL, Spark, R, Scala"
req18500,2+,None,"Leadership, Hadoop"
req18501,2+,BS,"R, Scala, Leadership, SQL, PowerBI"
req18502,None,Bachelor's,"Hadoop, Excel, PowerBI"
req18503,None,Bachelor's,"Python, Spark, Excel, Communication, Scala"
req18504,1 year,BS,"Excel, Python, Leadership, R"
req18505,2+,MSc,"Excel, Scala"
req18506,at least 2,B.Sc.,"PowerBI, Leadership, Python, R"
req18507,None,None,"Excel, SQL, Spark, Communication"
req18508,1 year,Bachelor's,"Scala, Excel, R, Spark"
req18509,at least 2,PhD,"Python, Scala, R, Excel, SQL"
req18510,at least 2,PhD,"Communication, R, Excel, Python, Leadership"
req18511,2+,PhD,"Hadoop, Scala, Tableau, Python, Spark"
req18512,2+,MSc,"Communication, PowerBI, Python, SQL"
req18513,3-5 yrs,B.Sc.,"Hadoop, Communication, Python, R, Tableau"
req18514,3-5 yrs,Bachelor's,"Tableau, Hadoop, Spark, SQL"
req18515,1 year,MSc,"Communication, Scala, Spark"
req18516,3-5 yrs,B.Sc.,"PowerBI, Hadoop, Python"
req18517,at least 2,B.Sc.,"SQL, Tableau"
req18518,2+,B.Sc.,"Python, Hadoop, Communication, Tableau"
req18519,2+,BS,"Python, SQL"
req18520,2+,BS,"Hadoop, PowerBI, Tableau"
req18521,at least 2,Bachelor's,"Python, PowerBI, Leadership, Communication, Tableau"
req18522,None,PhD,"Communication, Excel, Leadership, Tableau, Hadoop"
req18523,None,Bachelor's,"Tableau, SQL, Python, Spark"
req18524,3-5 yrs,None,"Hadoop, Excel, SQL, Python"
req18525,3-5 yrs,BS,"Excel, Spark, Scala, Hadoop, Python"
req18526,None,Bachelor's,"PowerBI, Python, Scala, Communication"
req18527,2+,None,"Scala, R"
req18528,1 year,MSc,"Hadoop, Scala, Excel, Spark"
req18529,3-5 yrs,MSc,"Hadoop, Leadership"
req18530,1 year,Bachelor's,"PowerBI, Tableau, Spark, Scala"
req18531,at least 2,BS,"Excel, Scala, R"
req18532,None,Bachelor's,"PowerBI, Excel, R, SQL, Leadership"
req18533,None,PhD,"PowerBI, R, Spark, Python"
req18534,None,MSc,"PowerBI, Excel"
req18535,at least 2,PhD,"SQL, Leadership"
req18536,3-5 yrs,B.Sc.,"Spark, Leadership, Excel, Hadoop, PowerBI"
req18537,None,PhD,"Excel, Hadoop"
req18538,3-5 yrs,B.Sc.,"Python, Excel, Leadership, Tableau"
req18539,2+,PhD,"Hadoop, R, Excel, Scala, Spark"
req18540,3-5 yrs,None,"Hadoop, Spark, PowerBI"
req18541,at least 2,Bachelor's,"R, PowerBI, Spark"
req18542,2+,MSc,"R, Scala"
req18543,3-5 yrs,Bachelor's,"R, Tableau, SQL, Leadership"
req18544,None,B.Sc.,"Excel, Tableau, R, Python"
req18545,2+,MSc,"Hadoop, SQL, Leadership"
req18546,3-5 yrs,None,"Communication, Leadership, Tableau, PowerBI, Excel"
req18547,None,Bachelor's,"Hadoop, R, Scala"
req18548,None,MSc,"Tableau, SQL, R"
req18549,at least 2,None,"Tableau, R, Excel"
req18550,at least 2,BS,"Spark, Excel"
req18551,3-5 yrs,None,"Scala, R, Python"
req18552,1 year,B.Sc.,"PowerBI, Leadership, Scala"
req18553,1 year,Bachelor's,"R, Python, Hadoop, Spark"
req18554,at least 2,PhD,"Tableau, PowerBI, Hadoop, Excel, Communication"
req18555,None,None,"R, Spark, Leadership"
req18556,at least 2,None,"SQL, Excel, Scala, R"
req18557,3-5 yrs,Bachelor's,"Spark, Scala"
req18558,at least 2,None,"Hadoop, Communication, Spark, Tableau, Python"
req18559,None,MSc,"Leadership, Tableau, Spark, Hadoop, PowerBI"
req18560,1 year,PhD,"Hadoop, Spark, Python, R, SQL"
req18561,1 year,None,"Python, PowerBI, Leadership"
req18562,at least 2,None,"Hadoop, Excel"
req18563,3-5 yrs,None,"Hadoop, Excel, Tableau, PowerBI, Scala"
req18564,3-5 yrs,PhD,"Scala, Communication, Tableau, Leadership"
req18565,2+,PhD,"Tableau, Hadoop, Communication, Spark, R"
req18566,2+,PhD,"SQL, R"
req18567,at least 2,B.Sc.,"Communication, Hadoop"
req18568,1 year,PhD,"Communication, Python"
req18569,1 year,None,"PowerBI, Scala, Leadership, Hadoop, Tableau"
req18570,3-5 yrs,None,"Hadoop, Tableau, PowerBI, Excel"
req18571,1 year,None,"R, Communication, Python, Tableau, SQL"
req18572,3-5 yrs,None,"R, Excel, Communication, PowerBI"
req18573,3-5 yrs,PhD,"PowerBI, R"
req18574,1 year,B.Sc.,"SQL, Leadership, PowerBI, Tableau"
req18575,1 year,BS,"R, SQL, Tableau"
req18576,3-5 yrs,MSc,"PowerBI, SQL, Excel, Python, Leadership"
req18577,1 year,None,"Excel, SQL, R"
req18578,at least 2,None,"PowerBI, Tableau, Spark, Excel"
req18579,at least 2,Bachelor's,"Scala, Tableau, Communication, Leadership, Hadoop"
req18580,3-5 yrs,BS,"Hadoop, Spark, SQL"
req18581,at least 2,MSc,"Communication, PowerBI, Hadoop"
req18582,None,PhD,"PowerBI, Excel"
req18583,at least 2,PhD,"Excel, Hadoop, SQL"
req18584,1 year,PhD,"Excel, Scala, R"
req18585,2+,PhD,"R, Excel, Spark, Communication"
req18586,2+,Bachelor's,"Scala, Tableau, Excel, Spark, Communication"
req18587,3-5 yrs,None,"Scala, SQL, Leadership"
req18588,None,B.Sc.,"Leadership, Excel"
req18589,at least 2,None,"Scala, PowerBI, SQL, Python"
req18590,at least 2,None,"Tableau, Excel, R, Communication, Scala"
req18591,at least 2,Bachelor's,"Tableau, PowerBI, Spark, Excel"
req18592,2+,None,"Tableau, Spark"
req18593,at least 2,B.Sc.,"SQL, Tableau, Communication"
req18594,None,B.Sc.,"Spark, SQL, Leadership, Communication"
req18595,1 year,BS,"Excel, Leadership, Python, Spark"
req18596,None,PhD,"PowerBI, Python, Tableau, Communication"
req18597,1 year,PhD,"PowerBI, Excel, SQL"
req18598,1 year,BS,"Communication, Excel, Python"
req18599,None,PhD,"Tableau, Spark, Hadoop"
req18600,at least 2,B.Sc.,"R, SQL, Communication"
req18601,2+,B.Sc.,"Excel, SQL, Scala"
req18602,2+,B.Sc.,"Spark, Python, Scala, SQL"
req18603,2+,None,"Spark, Leadership, R, Scala, Tableau"
req18604,at least 2,PhD,"Communication, R, Leadership, Spark"
req18605,2+,MSc,"Communication, Hadoop, Tableau, Python"
req18606,3-5 yrs,Bachelor's,"Leadership, Python, Spark, PowerBI, Scala"
req18607,2+,PhD,"SQL, Leadership, Communication"
req18608,at least 2,None,"Tableau, Communication"
req18609,None,Bachelor's,"Tableau, Leadership, PowerBI"
req18610,at least 2,None,"Tableau, Excel, SQL, Leadership"
req18611,2+,Bachelor's,"SQL, R"
req18612,1 year,None,"Python, SQL, Hadoop, R"
req18613,at least 2,PhD,"Communication, Excel, Leadership, Python, Tableau"
req18614,1 year,None,"R, Scala, Spark, Excel"
req18615,1 year,PhD,"Spark, Python, Scala"
req18616,2+,BS,"Communication, Leadership, Scala, Hadoop"
req18617,1 year,PhD,"SQL, Scala, Tableau, Spark"
req18618,at least 2,PhD,"SQL, Python, Communication"
req18619,None,PhD,"Communication, Python"
req18620,None,Bachelor's,"Scala, Spark, Hadoop, Excel"
req18621,None,PhD,"Excel, Scala"
req18622,at least 2,B.Sc.,"Scala, SQL"
req18623,None,PhD,"R, Leadership"
req18624,1 year,PhD,"SQL, R, Excel, Spark"
req18625,2+,BS,"Leadership, Tableau, Python"
req18626,2+,PhD,"PowerBI, Communication"
req18627,2+,Bachelor's,"Python, Leadership, Excel"
req18628,2+,None,"Scala, SQL, PowerBI, Tableau"
req18629,1 year,B.Sc.,"Hadoop, Leadership, Tableau, Communication"
req18630,at least 2,Bachelor's,"Spark, Python, R, PowerBI"
req18631,3-5 yrs,B.Sc.,"Communication, Scala, Excel"
req18632,None,Bachelor's,"Hadoop, Excel, Spark, PowerBI"
req18633,3-5 yrs,None,"Communication, Excel, Scala, SQL, PowerBI"
req18634,None,MSc,"Tableau, Scala"
req18635,at least 2,MSc,"Spark, Scala, Communication, Excel"
req18636,3-5 yrs,BS,"Spark, Communication, Leadership"
req18637,None,Bachelor's,"Hadoop, Scala, SQL, Excel, Spark"
req18638,1 year,MSc,"Hadoop, SQL, Scala, Python, Communication"
req18639,at least 2,BS,"Communication, SQL, Tableau"
req18640,1 year,Bachelor's,"Communication, Python, R, PowerBI"
req18641,3-5 yrs,Bachelor's,"Scala, Leadership, R, Spark, Python"
req18642,None,B.Sc.,"R, Excel"
req18643,1 year,None,"Tableau, SQL, PowerBI, Communication, Leadership"
req18644,2+,Bachelor's,"Excel, SQL, Spark, Leadership, Python"
req18645,1 year,BS,"Spark, Hadoop, Leadership, Python, Excel"
req18646,at least 2,PhD,"Python, Hadoop, Spark"
req18647,1 year,BS,"Python, SQL, PowerBI"
req18648,3-5 yrs,MSc,"PowerBI, Hadoop"
req18649,at least 2,B.Sc.,"Communication, Excel"
req18650,1 year,B.Sc.,"Leadership, Python, PowerBI"
req18651,1 year,BS,"R, Excel, Scala"
req18652,1 year,None,"Leadership, Hadoop, Excel, Tableau, Spark"
req18653,None,B.Sc.,"R, Communication"
req18654,None,Bachelor's,"Communication, Spark, Tableau, R, Scala"
