credit_history_id,borrower_id,account_type,account_age_months,credit_limit,balance_owed,payment_history_score,num_late_payments,num_derogatory_marks,inquiry_last_6months
CH001250,B0304,Student Loan,67,5000,2101,Good,3,0,1
CH001251,B0304,Credit Card,50,15000,25427,Excellent,0,0,2
CH001252,B0304,Student Loan,162,25000,27664,Good,0,0,0
CH001253,B0304,Personal Loan,42,50000,28370,Good,2,0,4
CH001254,B0304,Personal Loan,93,2500,25457,Excellent,0,0,2
CH001255,B0305,Auto Loan,31,2500,675,Good,0,0,4
CH001256,B0305,Credit Card,181,2500,21318,Excellent,0,2,3
CH001257,B0305,Personal Loan,169,1000,15582,Fair,0,0,6
CH001258,B0305,Personal Loan,105,1000,17029,Fair,3,0,5
CH001259,B0306,Personal Loan,106,15000,2655,Poor,0,3,4
CH001260,B0306,Mortgage,17,10000,19817,Excellent,0,0,1
CH001261,B0306,Credit Card,186,10000,2488,Excellent,3,0,7
CH001262,B0306,Personal Loan,82,5000,7977,Excellent,0,0,5
CH001263,B0306,Student Loan,210,25000,8436,Poor,0,0,0
CH001264,B0307,Credit Card,8,2500,12697,Fair,0,0,3
CH001265,B0307,Credit Card,223,15000,23470,Good,0,0,3
CH001266,B0307,Personal Loan,177,50000,20448,Good,0,1,1
CH001267,B0307,Student Loan,159,25000,10220,Good,3,0,4
CH001268,B0308,Credit Card,43,1000,12580,Excellent,5,1,7
CH001269,B0308,Personal Loan,11,15000,1935,Good,0,3,5
CH001270,B0308,Student Loan,175,2500,735,Good,1,2,6
CH001271,B0308,Mortgage,233,1000,12610,Excellent,0,0,7
CH001272,B0309,Personal Loan,196,2500,29086,Excellent,0,0,0
CH001273,B0309,Mortgage,51,1000,9913,Excellent,0,0,0
CH001274,B0309,Personal Loan,110,1000,28173,Poor,5,0,7
CH001275,B0309,Auto Loan,109,25000,22232,Good,1,0,2
CH001276,B0309,Mortgage,117,15000,1431,Good,0,1,7
CH001277,B0309,Student Loan,225,1000,4385,Good,2,0,3
CH001278,B0309,Auto Loan,56,1000,12636,Excellent,2,0,7
CH001279,B0310,Mortgage,88,5000,8714,Good,2,1,5
CH001280,B0310,Credit Card,213,2500,18944,Excellent,1,0,3
CH001281,B0310,Credit Card,96,2500,29745,Excellent,0,0,1
CH001282,B0310,Auto Loan,47,2500,1084,Good,1,2,6
CH001283,B0310,Student Loan,187,5000,24475,Excellent,0,0,2
CH001284,B0310,Student Loan,106,5000,12159,Excellent,0,1,1
CH001285,B0310,Student Loan,142,10000,17929,Excellent,3,3,6
CH001286,B0311,Personal Loan,34,2500,19164,Fair,1,2,6
CH001287,B0311,Mortgage,159,10000,24914,Good,0,0,2
CH001288,B0311,Student Loan,98,50000,7453,Good,0,1,6
CH001289,B0311,Auto Loan,224,5000,11655,Fair,1,0,7
CH001290,B0311,Student Loan,94,10000,25532,Good,3,0,0
CH001291,B0312,Credit Card,118,50000,17477,Poor,0,1,7
CH001292,B0312,Student Loan,238,25000,12544,Poor,0,1,2
CH001293,B0312,Credit Card,157,15000,18361,Excellent,0,0,6
CH001294,B0312,Auto Loan,221,1000,3597,Poor,0,0,2
CH001295,B0313,Auto Loan,69,25000,23304,Excellent,0,3,1
CH001296,B0313,Mortgage,187,2500,22052,Excellent,1,0,2
CH001297,B0314,Personal Loan,92,2500,6711,Good,1,0,3
CH001298,B0314,Auto Loan,47,5000,9800,Good,0,0,1
CH001299,B0314,Personal Loan,26,15000,13383,Fair,5,3,5
CH001300,B0314,Student Loan,191,1000,22088,Excellent,0,0,5
CH001301,B0314,Student Loan,206,10000,13860,Excellent,0,0,0
CH001302,B0315,Mortgage,130,1000,15629,Poor,1,3,2
CH001303,B0315,Credit Card,218,1000,16363,Excellent,0,0,7
CH001304,B0316,Auto Loan,148,25000,8819,Poor,0,2,2
CH001305,B0316,Mortgage,238,1000,16212,Good,0,2,7
CH001306,B0316,Student Loan,207,50000,24195,Excellent,0,2,4
CH001307,B0316,Personal Loan,125,25000,28528,Excellent,0,0,0
CH001308,B0316,Auto Loan,223,5000,19481,Excellent,2,0,6
CH001309,B0316,Student Loan,43,50000,20947,Fair,1,0,1
CH001310,B0316,Student Loan,159,10000,15492,Poor,2,0,0
CH001311,B0317,Personal Loan,109,25000,12501,Good,0,1,4
CH001312,B0317,Auto Loan,161,5000,26325,Good,1,0,3
CH001313,B0317,Credit Card,106,5000,11080,Fair,0,1,3
CH001314,B0317,Credit Card,117,50000,19257,Fair,5,0,7
CH001315,B0317,Personal Loan,223,2500,19589,Excellent,1,2,6
CH001316,B0318,Auto Loan,127,15000,27850,Fair,1,0,6
CH001317,B0318,Student Loan,232,15000,1014,Good,0,0,0
CH001318,B0318,Auto Loan,231,5000,1955,Fair,0,1,6
CH001319,B0318,Personal Loan,101,10000,9099,Excellent,0,0,2
CH001320,B0318,Mortgage,14,2500,2534,Good,1,0,6
CH001321,B0318,Credit Card,49,15000,22562,Excellent,0,0,1
CH001322,B0319,Credit Card,220,50000,3739,Fair,0,0,5
CH001323,B0319,Personal Loan,221,15000,13746,Good,0,2,1
CH001324,B0319,Credit Card,128,10000,19779,Fair,3,0,6
CH001325,B0319,Mortgage,233,25000,16493,Fair,0,0,1
CH001326,B0319,Credit Card,233,10000,8580,Good,5,0,7
CH001327,B0320,Mortgage,70,50000,1855,Good,0,3,6
CH001328,B0320,Auto Loan,178,10000,26227,Good,0,0,5
CH001329,B0320,Personal Loan,168,1000,17739,Good,10,0,6
CH001330,B0320,Auto Loan,55,50000,22885,Good,0,1,6
CH001331,B0320,Auto Loan,51,5000,13044,Good,0,0,3
CH001332,B0321,Personal Loan,89,5000,23065,Poor,0,0,6
CH001333,B0322,Mortgage,186,1000,19076,Excellent,0,0,3
CH001334,B0323,Personal Loan,64,2500,12467,Excellent,0,0,0
CH001335,B0323,Auto Loan,224,25000,3086,Excellent,2,0,4
CH001336,B0323,Personal Loan,129,25000,26295,Good,5,0,1
CH001337,B0323,Student Loan,27,15000,2291,Good,3,2,7
CH001338,B0323,Personal Loan,23,25000,17591,Good,0,0,1
CH001339,B0323,Auto Loan,183,5000,8972,Good,0,3,2
CH001340,B0324,Credit Card,148,50000,10366,Excellent,0,1,6
CH001341,B0324,Student Loan,78,25000,27586,Excellent,0,1,0
CH001342,B0324,Credit Card,10,50000,3185,Fair,0,0,2
CH001343,B0324,Auto Loan,175,25000,24678,Poor,0,0,6
CH001344,B0325,Auto Loan,207,2500,16472,Excellent,0,0,3
CH001345,B0325,Student Loan,145,5000,21983,Fair,0,0,7
CH001346,B0325,Student Loan,74,50000,27946,Poor,1,1,3
CH001347,B0325,Mortgage,56,10000,6372,Fair,0,0,5
CH001348,B0326,Mortgage,205,15000,5831,Excellent,1,0,3
CH001349,B0326,Auto Loan,93,25000,5817,Excellent,2,0,2
CH001350,B0326,Mortgage,139,2500,25707,Fair,0,0,1
CH001351,B0326,Auto Loan,53,5000,24945,Excellent,0,0,6
CH001352,B0326,Personal Loan,77,50000,9849,Good,0,0,4
CH001353,B0326,Student Loan,72,15000,16967,Excellent,3,0,2
CH001354,B0326,Student Loan,122,25000,18604,Poor,0,2,0
CH001355,B0327,Auto Loan,172,10000,26592,Good,0,0,7
CH001356,B0327,Mortgage,172,25000,4558,Good,3,1,1
CH001357,B0327,Personal Loan,60,15000,620,Fair,0,0,4
CH001358,B0327,Student Loan,21,25000,17421,Excellent,5,1,4
CH001359,B0328,Mortgage,15,1000,14578,Good,1,0,2
CH001360,B0329,Student Loan,91,15000,26278,Excellent,0,3,3
CH001361,B0329,Personal Loan,47,1000,598,Good,0,0,0
CH001362,B0329,Mortgage,190,2500,13220,Poor,1,0,7
CH001363,B0329,Credit Card,16,25000,29179,Good,0,1,7
CH001364,B0329,Auto Loan,148,25000,28205,Fair,3,0,5
CH001365,B0329,Auto Loan,66,25000,6880,Fair,1,0,1
CH001366,B0329,Mortgage,115,15000,20776,Excellent,0,0,7
CH001367,B0330,Auto Loan,218,25000,3824,Good,2,0,0
CH001368,B0330,Credit Card,186,5000,10683,Fair,1,0,7
CH001369,B0330,Mortgage,169,5000,29932,Good,1,1,6
CH001370,B0330,Mortgage,232,2500,24378,Good,0,0,1
CH001371,B0330,Credit Card,214,1000,1835,Excellent,1,0,4
CH001372,B0330,Student Loan,238,2500,906,Poor,1,1,2
CH001373,B0330,Mortgage,81,5000,15911,Good,0,0,5
CH001374,B0331,Student Loan,216,10000,5176,Excellent,0,0,4
CH001375,B0331,Student Loan,41,25000,18016,Excellent,2,1,2
CH001376,B0331,Credit Card,69,50000,28251,Fair,0,0,0
CH001377,B0331,Student Loan,185,10000,27516,Excellent,0,0,4
CH001378,B0332,Personal Loan,71,2500,5830,Good,0,0,2
CH001379,B0332,Mortgage,200,2500,6993,Fair,1,0,7
CH001380,B0332,Auto Loan,64,2500,16513,Fair,0,0,2
CH001381,B0333,Auto Loan,19,1000,27854,Good,2,0,1
CH001382,B0334,Auto Loan,109,25000,9670,Poor,1,0,1
CH001383,B0334,Student Loan,118,15000,11646,Good,2,1,5
CH001384,B0335,Auto Loan,209,2500,13083,Excellent,2,0,0
CH001385,B0336,Credit Card,130,25000,24088,Excellent,0,0,5
CH001386,B0336,Mortgage,230,2500,15925,Good,1,0,5
CH001387,B0337,Mortgage,39,10000,22941,Poor,3,0,5
CH001388,B0337,Mortgage,166,5000,18069,Good,0,0,3
CH001389,B0337,Personal Loan,10,25000,15525,Good,2,0,0
CH001390,B0337,Student Loan,89,15000,683,Excellent,1,1,4
CH001391,B0337,Student Loan,18,2500,15758,Fair,0,3,4
CH001392,B0338,Student Loan,52,25000,2550,Fair,0,0,4
CH001393,B0338,Credit Card,64,15000,21164,Fair,1,0,1
CH001394,B0338,Personal Loan,28,15000,8353,Fair,0,0,7
CH001395,B0339,Personal Loan,22,25000,6950,Fair,0,1,1
CH001396,B0339,Credit Card,122,2500,15378,Fair,3,0,1
CH001397,B0339,Student Loan,39,50000,27630,Excellent,0,0,5
CH001398,B0339,Student Loan,126,5000,8834,Good,0,0,3
CH001399,B0339,Personal Loan,142,25000,18594,Fair,0,0,7
CH001400,B0339,Personal Loan,157,2500,27449,Excellent,0,0,6
CH001401,B0340,Student Loan,151,1000,6261,Good,1,1,3
CH001402,B0340,Student Loan,142,15000,10683,Good,5,1,1
CH001403,B0340,Mortgage,121,15000,12857,Poor,0,0,0
CH001404,B0340,Mortgage,22,25000,13423,Good,1,0,7
CH001405,B0340,Personal Loan,17,10000,1751,Excellent,0,0,7
CH001406,B0340,Student Loan,85,2500,11315,Excellent,3,0,7
CH001407,B0340,Mortgage,235,10000,20008,Excellent,1,0,3
CH001408,B0341,Auto Loan,200,2500,11892,Fair,2,1,5
CH001409,B0342,Personal Loan,21,25000,28103,Excellent,0,2,0
CH001410,B0342,Auto Loan,221,1000,17752,Fair,10,0,0
CH001411,B0342,Credit Card,128,50000,393,Excellent,0,2,5
CH001412,B0342,Auto Loan,23,50000,13879,Fair,0,0,2
CH001413,B0342,Student Loan,52,50000,24426,Good,3,1,0
CH001414,B0342,Auto Loan,148,1000,25646,Poor,10,1,4
CH001415,B0343,Credit Card,136,15000,13627,Poor,1,0,3
CH001416,B0343,Auto Loan,202,50000,1611,Fair,1,0,3
CH001417,B0343,Mortgage,141,50000,16737,Good,3,1,4
CH001418,B0344,Mortgage,180,15000,13073,Poor,0,0,2
CH001419,B0344,Personal Loan,26,50000,6844,Poor,1,2,2
CH001420,B0344,Auto Loan,80,25000,3665,Fair,2,0,2
CH001421,B0344,Mortgage,175,50000,7798,Good,3,0,7
CH001422,B0344,Mortgage,31,5000,22074,Excellent,2,0,0
CH001423,B0345,Student Loan,91,50000,1014,Excellent,0,0,2
CH001424,B0346,Personal Loan,167,5000,9892,Fair,0,0,3
CH001425,B0346,Auto Loan,222,1000,24434,Good,2,0,4
CH001426,B0347,Auto Loan,76,10000,11860,Fair,0,0,1
CH001427,B0347,Student Loan,40,50000,15333,Fair,3,0,6
CH001428,B0347,Mortgage,79,50000,3009,Good,0,0,7
CH001429,B0347,Mortgage,184,15000,26114,Fair,1,2,2
CH001430,B0347,Student Loan,224,1000,13054,Poor,0,0,1
CH001431,B0348,Student Loan,191,2500,6861,Fair,0,0,4
CH001432,B0348,Auto Loan,50,50000,28640,Good,0,0,3
CH001433,B0348,Student Loan,85,2500,20118,Excellent,0,0,2
CH001434,B0348,Auto Loan,11,1000,12349,Excellent,0,0,1
CH001435,B0349,Auto Loan,174,2500,2355,Fair,0,0,6
CH001436,B0349,Student Loan,172,25000,3657,Good,0,1,6
CH001437,B0349,Student Loan,160,25000,13781,Excellent,0,0,5
CH001438,B0349,Credit Card,13,2500,14332,Fair,1,0,7
CH001439,B0349,Auto Loan,140,10000,24413,Excellent,2,0,5
CH001440,B0350,Auto Loan,32,25000,10698,Fair,1,0,5
CH001441,B0350,Mortgage,180,15000,8949,Excellent,1,0,5
CH001442,B0350,Credit Card,113,2500,29992,Excellent,3,0,3
CH001443,B0350,Credit Card,231,15000,15072,Excellent,10,0,4
CH001444,B0350,Student Loan,195,1000,21931,Excellent,2,0,2
CH001445,B0350,Credit Card,194,25000,24885,Fair,0,0,0
CH001446,B0351,Credit Card,232,15000,1116,Excellent,0,0,3
CH001447,B0351,Personal Loan,193,1000,16271,Excellent,5,0,7
CH001448,B0351,Student Loan,98,1000,14147,Excellent,0,3,2
CH001449,B0351,Personal Loan,181,5000,28763,Excellent,0,1,7
CH001450,B0351,Auto Loan,78,15000,25522,Excellent,0,1,7
CH001451,B0351,Personal Loan,164,10000,17386,Excellent,1,0,7
CH001452,B0352,Student Loan,149,2500,23053,Good,0,0,1
CH001453,B0352,Mortgage,78,5000,7507,Excellent,0,0,6
CH001454,B0352,Mortgage,72,15000,24220,Excellent,2,0,1
CH001455,B0353,Student Loan,140,5000,21002,Good,2,1,7
CH001456,B0353,Credit Card,117,50000,24292,Poor,1,0,4
CH001457,B0353,Personal Loan,42,25000,2661,Poor,1,0,7
CH001458,B0354,Mortgage,136,1000,26324,Good,0,0,6
CH001459,B0354,Student Loan,152,2500,29223,Fair,0,1,6
CH001460,B0354,Student Loan,83,50000,4313,Good,0,3,5
CH001461,B0354,Credit Card,93,2500,29566,Good,5,1,6
CH001462,B0355,Mortgage,15,1000,24490,Excellent,0,0,4
CH001463,B0355,Auto Loan,216,5000,26044,Good,0,0,2
CH001464,B0355,Auto Loan,75,10000,4886,Excellent,0,0,7
CH001465,B0355,Credit Card,183,1000,14450,Excellent,0,1,2
CH001466,B0355,Student Loan,76,15000,15161,Excellent,0,0,3
CH001467,B0355,Auto Loan,222,50000,9329,Good,1,0,3
CH001468,B0355,Student Loan,168,25000,26278,Good,1,1,7
CH001469,B0356,Credit Card,146,25000,25262,Excellent,0,1,6
CH001470,B0356,Mortgage,183,2500,14878,Fair,1,0,3
CH001471,B0357,Credit Card,171,50000,6685,Good,5,0,6
CH001472,B0357,Mortgage,196,50000,193,Excellent,1,0,2
CH001473,B0357,Credit Card,20,1000,23538,Excellent,0,0,3
CH001474,B0357,Mortgage,183,2500,14153,Excellent,0,0,5
CH001475,B0358,Auto Loan,104,2500,93,Excellent,2,1,1
CH001476,B0358,Auto Loan,219,25000,21005,Excellent,0,1,4
CH001477,B0358,Mortgage,174,2500,26207,Good,0,1,3
CH001478,B0358,Student Loan,15,5000,26801,Fair,0,0,0
CH001479,B0358,Student Loan,96,5000,28014,Good,0,0,7
CH001480,B0358,Mortgage,20,50000,3436,Fair,1,0,0
CH001481,B0358,Student Loan,35,50000,27987,Excellent,0,0,2
CH001482,B0359,Auto Loan,147,2500,24881,Excellent,3,0,6
CH001483,B0359,Personal Loan,89,50000,6495,Fair,0,0,4
CH001484,B0359,Credit Card,129,50000,15193,Excellent,2,0,2
CH001485,B0359,Auto Loan,208,25000,9824,Good,1,2,3
CH001486,B0359,Auto Loan,65,1000,29757,Good,1,0,5
CH001487,B0359,Mortgage,98,2500,28348,Excellent,1,0,7
CH001488,B0359,Credit Card,61,1000,21863,Good,0,0,6
CH001489,B0360,Student Loan,100,25000,6590,Excellent,0,0,5
CH001490,B0360,Credit Card,154,5000,16037,Fair,0,0,5
CH001491,B0360,Credit Card,49,10000,28936,Good,0,0,6
CH001492,B0360,Student Loan,191,15000,1075,Excellent,0,0,1
CH001493,B0360,Personal Loan,133,5000,12368,Excellent,1,0,4
CH001494,B0361,Credit Card,160,5000,23611,Excellent,0,0,4
CH001495,B0361,Auto Loan,198,10000,17881,Excellent,0,0,5
CH001496,B0362,Auto Loan,6,15000,7445,Good,5,0,3
CH001497,B0362,Credit Card,47,2500,21830,Fair,0,1,6
CH001498,B0363,Mortgage,209,1000,23066,Fair,3,1,4
CH001499,B0364,Credit Card,135,1000,29778,Excellent,0,0,5
CH001500,B0364,Auto Loan,103,5000,18007,Good,0,0,0
